norad_id,sat_name,propulsion_class,behavior,net_da_km,max_da_km,max_di_deg,n_flagged,n_transitions,flag_rate,burn_freq_per_day,monotone_decay,triggers,mean_sma_km,sub_tags
50843,STARLINK-3325,Electric_EP,DragMakeup,-37.65,1.563,0.0004,9,62,0.145,0.429,True,da,6652.1,da_max=1.6km net=-37.7km; monotone_drop=37.7km
51775,STARLINK-3620,Electric_EP,DragMakeup,-33.13,2.583,0.0055,9,64,0.141,0.429,True,da,6849.1,da_max=2.6km net=-33.1km; monotone_drop=33.1km
51793,STARLINK-3633,Electric_EP,DragMakeup,-31.55,1.245,0.0003,2,64,0.031,0.095,True,da,6723.8,da_max=1.2km net=-31.6km; monotone_drop=31.6km
51794,STARLINK-3573,Electric_EP,DragMakeup,-54.3,2.323,0.0273,26,64,0.406,1.238,True,da+di,6836.4,da_max=2.3km net=-54.3km; di_max=0.0273°; monotone_drop=54.3km
51959,STARLINK-3704,Electric_EP,DragMakeup,-1.47,2.748,0.0011,5,39,0.128,0.238,False,da,6855.6,da_max=2.7km net=-1.5km
51962,STARLINK-3697,Electric_EP,DragMakeup,-4.44,1.716,0.0022,2,47,0.043,0.095,False,da,6849.4,da_max=1.7km net=-4.4km
51966,STARLINK-3699,Electric_EP,OrbitLowering,-6.99,3.067,0.0028,3,48,0.062,0.143,False,da,6850.9,da_max=3.1km net=-7.0km
51969,STARLINK-3680,Electric_EP,DragMakeup,0.02,4.437,0.0011,2,45,0.044,0.095,False,da,6848.7,da_max=4.4km net=+0.0km
51973,STARLINK-3679,Electric_EP,DragMakeup,-4.5,1.523,0.0027,3,46,0.065,0.143,False,da,6850.5,da_max=1.5km net=-4.5km
52135,STARLINK-3729,Electric_EP,DragMakeup,-54.25,3.757,0.0008,26,64,0.406,1.238,True,da,6787.3,da_max=3.8km net=-54.3km; monotone_drop=54.3km
52451,STARLINK-3870,Electric_EP,DragMakeup,-66.55,4.719,0.0007,29,55,0.527,1.381,True,da,6660.4,da_max=4.7km net=-66.5km; monotone_drop=66.5km
52499,STARLINK-3894,Electric_EP,DragMakeup,-29.39,7.189,0.0016,9,50,0.18,0.429,True,da,6909.1,da_max=7.2km net=-29.4km; monotone_drop=29.4km
52553,STARLINK-3858,Electric_EP,DragMakeup,-44.62,3.4,0.0204,20,64,0.312,0.952,True,da+di,6846.8,da_max=3.4km net=-44.6km; di_max=0.0204°; monotone_drop=44.6km
52659,STARLINK-3960,Electric_EP,InclinationChange,-0.03,0.069,0.0233,2,34,0.059,0.095,False,di,6917.9,di_max=0.0233°
52836,STARLINK-4043,Electric_EP,OrbitLowering,-16.87,2.093,0.0005,1,55,0.018,0.048,False,da,6858.2,da_max=2.1km net=-16.9km
52840,STARLINK-4049,Electric_EP,DragMakeup,-24.39,3.742,0.0022,4,50,0.08,0.19,True,da,6857.3,da_max=3.7km net=-24.4km; monotone_drop=24.4km
53017,STARLINK-4281,Electric_EP,DragMakeup,-10.58,3.618,0.0025,3,56,0.054,0.143,True,da,6863.4,da_max=3.6km net=-10.6km; monotone_drop=10.6km
53018,STARLINK-4279,Electric_EP,OrbitLowering,-25.68,1.249,0.0076,3,64,0.047,0.143,False,da,6854.7,da_max=1.2km net=-25.7km
53044,STARLINK-4349,Electric_EP,DragMakeup,-59.41,11.782,0.0015,11,14,0.786,0.524,True,da,6553.6,da_max=11.8km net=-59.4km; monotone_drop=59.4km
53074,STARLINK-4310,Electric_EP,DragMakeup,0.01,2.322,0.0033,2,49,0.041,0.095,False,da,6919.4,da_max=2.3km net=+0.0km
53082,STARLINK-4321,Electric_EP,DragMakeup,-0.13,1.723,0.0025,5,59,0.085,0.238,False,da,6927.7,da_max=1.7km net=-0.1km
53088,STARLINK-4333,Electric_EP,DragMakeup,-0.0,1.091,0.0007,1,51,0.02,0.048,False,da,6927.7,da_max=1.1km net=-0.0km
53166,STARLINK-4110,Electric_EP,DragMakeup,-23.96,1.17,0.0084,2,64,0.031,0.095,True,da,6849.1,da_max=1.2km net=-24.0km; monotone_drop=24.0km
53191,STARLINK-4369,Electric_EP,OrbitLowering,-20.86,1.111,0.0031,1,64,0.016,0.048,False,da,6898.8,da_max=1.1km net=-20.9km
53201,STARLINK-4405,Electric_EP,OrbitLowering,-21.15,1.692,0.0027,6,64,0.094,0.286,False,da,6902.1,da_max=1.7km net=-21.1km
53204,STARLINK-4410,Electric_EP,DragMakeup,-18.02,2.336,0.0044,2,60,0.033,0.095,True,da,6904.1,da_max=2.3km net=-18.0km; monotone_drop=18.0km
53218,STARLINK-4384,Electric_EP,DragMakeup,0.59,2.635,0.0073,6,59,0.102,0.286,False,da,6927.6,da_max=2.6km net=+0.6km
53234,STARLINK-4368,Electric_EP,OrbitLowering,-27.56,1.926,0.0046,9,64,0.141,0.429,False,da,6898.0,da_max=1.9km net=-27.6km
53434,STARLINK-4498,Electric_EP,DragMakeup,-24.07,1.253,0.017,5,64,0.078,0.238,True,da,6769.9,da_max=1.3km net=-24.1km; monotone_drop=24.1km
53466,STARLINK-4398,Electric_EP,OrbitLowering,-27.41,1.845,0.0019,7,64,0.109,0.333,False,da,6855.6,da_max=1.8km net=-27.4km
53467,STARLINK-4394,Electric_EP,OrbitLowering,-24.57,1.236,0.0015,3,64,0.047,0.143,False,da,6848.1,da_max=1.2km net=-24.6km
53473,STARLINK-4383,Electric_EP,DragMakeup,-26.59,1.286,0.0019,7,64,0.109,0.333,True,da,6898.7,da_max=1.3km net=-26.6km; monotone_drop=26.6km
53475,STARLINK-4389,Electric_EP,OrbitLowering,-24.57,1.707,0.0025,5,64,0.078,0.238,False,da,6849.8,da_max=1.7km net=-24.6km
53477,STARLINK-4412,Electric_EP,OrbitLowering,-26.06,1.726,0.0029,8,64,0.125,0.381,False,da,6849.7,da_max=1.7km net=-26.1km
53479,STARLINK-4436,Electric_EP,DragMakeup,-0.01,2.032,0.0005,3,59,0.051,0.143,False,da,6927.7,da_max=2.0km net=-0.0km
53480,STARLINK-4442,Electric_EP,OrbitLowering,-17.68,1.202,0.0018,1,64,0.016,0.048,False,da,6863.9,da_max=1.2km net=-17.7km
53481,STARLINK-4302,Electric_EP,OrbitLowering,-28.08,2.103,0.0034,6,61,0.098,0.286,False,da,6860.7,da_max=2.1km net=-28.1km
53486,STARLINK-4431,Electric_EP,OrbitLowering,-21.55,2.163,0.0022,8,58,0.138,0.381,False,da,6857.0,da_max=2.2km net=-21.6km
53490,STARLINK-4387,Electric_EP,OrbitLowering,-14.72,1.934,0.0019,2,63,0.032,0.095,False,da,6868.0,da_max=1.9km net=-14.7km
53491,STARLINK-4450,Electric_EP,DragMakeup,-27.59,1.596,0.0037,8,64,0.125,0.381,True,da,6837.6,da_max=1.6km net=-27.6km; monotone_drop=27.6km
53492,STARLINK-4451,Electric_EP,OrbitLowering,-20.46,3.509,0.0024,4,62,0.065,0.19,False,da,6894.1,da_max=3.5km net=-20.5km
53499,STARLINK-4454,Electric_EP,OrbitLowering,-24.99,1.644,0.0033,10,64,0.156,0.476,False,da,6866.1,da_max=1.6km net=-25.0km
53500,STARLINK-4455,Electric_EP,DragMakeup,-33.19,2.785,0.0043,15,62,0.242,0.714,True,da,6858.0,da_max=2.8km net=-33.2km; monotone_drop=33.2km
53501,STARLINK-4434,Electric_EP,OrbitLowering,-26.55,2.705,0.0022,9,61,0.148,0.429,False,da,6859.5,da_max=2.7km net=-26.5km
53502,STARLINK-4435,Electric_EP,OrbitLowering,-27.29,1.22,0.002,5,64,0.078,0.238,False,da,6849.6,da_max=1.2km net=-27.3km
53504,STARLINK-4448,Electric_EP,DragMakeup,-26.82,2.24,0.0032,8,64,0.125,0.381,True,da,6851.8,da_max=2.2km net=-26.8km; monotone_drop=26.8km
53506,STARLINK-4437,Electric_EP,OrbitLowering,-25.33,1.646,0.0025,7,64,0.109,0.333,False,da,6844.9,da_max=1.6km net=-25.3km
53509,STARLINK-4402,Electric_EP,OrbitLowering,-20.69,2.04,0.0019,4,63,0.063,0.19,False,da,6854.0,da_max=2.0km net=-20.7km
53559,STARLINK-4508,Electric_EP,DragMakeup,-66.12,3.757,0.0008,29,64,0.453,1.381,True,da,6759.3,da_max=3.8km net=-66.1km; monotone_drop=66.1km
53590,STARLINK-4689,Electric_EP,DragMakeup,-27.68,1.519,0.0094,10,60,0.167,0.476,True,da,6856.4,da_max=1.5km net=-27.7km; monotone_drop=27.7km
53594,STARLINK-4681,Electric_EP,OrbitLowering,-21.77,1.459,0.0005,6,64,0.094,0.286,False,da,6771.9,da_max=1.5km net=-21.8km
53605,STARLINK-4693,Electric_EP,OrbitLowering,-24.68,1.289,0.0005,5,64,0.078,0.238,False,da,6770.9,da_max=1.3km net=-24.7km
53639,STARLINK-4422,Electric_EP,OrbitLowering,-17.5,2.847,0.0027,2,63,0.032,0.095,False,da,6882.6,da_max=2.8km net=-17.5km
53649,STARLINK-4386,Electric_EP,DragMakeup,-19.77,1.147,0.002,2,64,0.031,0.095,True,da,6864.9,da_max=1.1km net=-19.8km; monotone_drop=19.8km
53651,STARLINK-4388,Electric_EP,OrbitLowering,-24.06,1.756,0.003,7,64,0.109,0.333,False,da,6850.1,da_max=1.8km net=-24.1km
53653,STARLINK-4390,Electric_EP,DragMakeup,-17.42,2.076,0.0002,1,61,0.016,0.048,True,da,6859.7,da_max=2.1km net=-17.4km; monotone_drop=17.4km
53655,STARLINK-4470,Electric_EP,DragMakeup,-29.91,2.853,0.004,12,60,0.2,0.571,True,da,6855.0,da_max=2.9km net=-29.9km; monotone_drop=29.9km
53662,STARLINK-4357,Electric_EP,OrbitLowering,-27.53,1.472,0.0029,6,64,0.094,0.286,False,da,6858.1,da_max=1.5km net=-27.5km
53664,STARLINK-4471,Electric_EP,DragMakeup,-0.16,1.303,0.0032,3,53,0.057,0.143,False,da,6927.7,da_max=1.3km net=-0.2km
53667,STARLINK-4406,Electric_EP,OrbitLowering,-19.97,1.48,0.0026,2,62,0.032,0.095,False,da,6863.6,da_max=1.5km net=-20.0km
53668,STARLINK-4458,Electric_EP,OrbitLowering,-7.33,2.079,0.0037,10,62,0.161,0.476,False,da,6864.9,da_max=2.1km net=-7.3km
53669,STARLINK-4464,Electric_EP,DragMakeup,-18.3,1.404,0.0002,1,64,0.016,0.048,True,da,6860.7,da_max=1.4km net=-18.3km; monotone_drop=18.3km
53681,STARLINK-4424,Electric_EP,DragMakeup,-22.19,1.372,0.0026,3,64,0.047,0.143,True,da,6842.5,da_max=1.4km net=-22.2km; monotone_drop=22.2km
53782,STARLINK-4679,Electric_EP,DragMakeup,-28.75,1.539,0.0004,7,64,0.109,0.333,True,da,6767.2,da_max=1.5km net=-28.8km; monotone_drop=28.8km
53836,STARLINK-4778,Electric_EP,OrbitLowering,-12.75,2.261,0.0016,3,54,0.056,0.143,False,da,6898.1,da_max=2.3km net=-12.8km
53856,STARLINK-4795,Electric_EP,DragMakeup,-34.85,1.99,0.0178,13,63,0.206,0.619,True,da,6834.0,da_max=2.0km net=-34.9km; monotone_drop=34.9km
53858,STARLINK-4798,Electric_EP,DragMakeup,-29.78,1.401,0.0215,10,63,0.159,0.476,True,da+di,6782.7,da_max=1.4km net=-29.8km; di_max=0.0215°; monotone_drop=29.8km
53867,STARLINK-4793,Electric_EP,OrbitLowering,-18.74,1.463,0.0099,4,63,0.063,0.19,False,da,6862.8,da_max=1.5km net=-18.7km
53888,STARLINK-5034,Electric_EP,DragMakeup,-22.99,1.23,0.0005,3,63,0.048,0.143,True,da,6740.7,da_max=1.2km net=-23.0km; monotone_drop=23.0km
53891,STARLINK-5041,Electric_EP,OrbitLowering,-19.17,1.232,0.008,1,63,0.016,0.048,False,da,6867.6,da_max=1.2km net=-19.2km
53894,STARLINK-5043,Electric_EP,DragMakeup,-22.82,1.817,0.0011,5,63,0.079,0.238,True,da,6895.7,da_max=1.8km net=-22.8km; monotone_drop=22.8km
53895,STARLINK-5032,Electric_EP,DragMakeup,-31.43,1.475,0.0202,8,63,0.127,0.381,True,da+di,6784.3,da_max=1.5km net=-31.4km; di_max=0.0202°; monotone_drop=31.4km
53897,STARLINK-5035,Electric_EP,DragMakeup,-30.93,2.368,0.012,6,63,0.095,0.286,True,da,6840.5,da_max=2.4km net=-30.9km; monotone_drop=30.9km
53899,STARLINK-5042,Electric_EP,DragMakeup,-28.42,1.727,0.0009,5,63,0.079,0.238,True,da,6783.6,da_max=1.7km net=-28.4km; monotone_drop=28.4km
53915,STARLINK-5017,Electric_EP,DragMakeup,-47.38,2.002,0.0006,15,63,0.238,0.714,True,da,6741.2,da_max=2.0km net=-47.4km; monotone_drop=47.4km
53917,STARLINK-5036,Electric_EP,DragMakeup,-26.32,2.371,0.0008,4,62,0.065,0.19,True,da,6843.1,da_max=2.4km net=-26.3km; monotone_drop=26.3km
53924,STARLINK-5001,Electric_EP,DragMakeup,-11.41,1.37,0.0017,2,52,0.038,0.095,True,da,6896.6,da_max=1.4km net=-11.4km; monotone_drop=11.4km
53926,STARLINK-5014,Electric_EP,DragMakeup,-25.2,3.879,0.0087,11,61,0.18,0.524,True,da,6854.6,da_max=3.9km net=-25.2km; monotone_drop=25.2km
53930,STARLINK-5010,Electric_EP,OrbitLowering,-19.16,1.543,0.0004,3,63,0.048,0.143,False,da,6795.4,da_max=1.5km net=-19.2km
53935,STARLINK-5000,Electric_EP,DragMakeup,-26.77,1.347,0.0205,5,63,0.079,0.238,True,da+di,6779.7,da_max=1.3km net=-26.8km; di_max=0.0205°; monotone_drop=26.8km
54080,STARLINK-5160,Electric_EP,DragMakeup,-74.47,3.096,0.001,36,63,0.571,1.714,True,da,6767.3,da_max=3.1km net=-74.5km; monotone_drop=74.5km
54180,STARLINK-5228,Electric_EP,DragMakeup,-58.11,10.228,0.0012,9,10,0.9,0.429,True,da,6575.9,da_max=10.2km net=-58.1km; monotone_drop=58.1km
54836,STARLINK-5384,Electric_EP,DragMakeup,-60.44,2.864,0.0005,24,63,0.381,1.143,True,da,6704.7,da_max=2.9km net=-60.4km; monotone_drop=60.4km
54837,STARLINK-5369,Electric_EP,DragMakeup,-78.46,3.651,0.0011,34,59,0.576,1.619,True,da,6676.2,da_max=3.7km net=-78.5km; monotone_drop=78.5km
54838,STARLINK-5372,Electric_EP,DragMakeup,-2.48,1.297,0.0025,1,43,0.023,0.048,False,da,6862.0,da_max=1.3km net=-2.5km
54845,STARLINK-5082,Electric_EP,DragMakeup,-2.5,1.332,0.0,1,34,0.029,0.048,False,da,6862.3,da_max=1.3km net=-2.5km
54847,STARLINK-5061,Electric_EP,OrbitRaising,17.27,19.545,0.0095,9,52,0.173,0.429,False,da+de+draan,6858.8,da_max=19.5km net=+17.3km; Δe; draan_res
54853,STARLINK-5427,Electric_EP,DragMakeup,0.08,2.377,0.0017,3,47,0.064,0.143,False,da,6861.3,da_max=2.4km net=+0.1km
54858,STARLINK-5407,Electric_EP,PhasingManeuver,-1.61,9.813,0.0022,2,37,0.054,0.095,False,da+de,6864.0,da_max=9.8km net=-1.6km; Δe
54859,STARLINK-5409,Electric_EP,DragMakeup,-0.8,1.656,0.0028,1,40,0.025,0.048,False,da,6861.4,da_max=1.7km net=-0.8km
54860,STARLINK-5406,Electric_EP,DragMakeup,0.02,1.818,0.0017,1,44,0.023,0.048,False,da,6863.4,da_max=1.8km net=+0.0km
54861,STARLINK-5400,Electric_EP,DragMakeup,-1.51,1.08,0.0058,1,39,0.026,0.048,False,da,6863.6,da_max=1.1km net=-1.5km
54866,STARLINK-5398,Electric_EP,DragMakeup,0.03,1.757,0.0009,2,40,0.05,0.095,False,da,6861.3,da_max=1.8km net=+0.0km
55282,STARLINK-5330,Electric_EP,Stationkeeping,0.07,5.462,0.0022,8,41,0.195,0.381,False,da,6949.9,da_max=5.5km net=+0.1km
55284,STARLINK-5337,Electric_EP,Stationkeeping,-0.04,5.18,0.0044,7,30,0.233,0.333,False,da,6949.7,da_max=5.2km net=-0.0km
55285,STARLINK-5332,Electric_EP,DragMakeup,0.0,2.362,0.0027,4,47,0.085,0.19,False,da,6950.1,da_max=2.4km net=+0.0km
55288,STARLINK-5311,Electric_EP,DragMakeup,-0.06,6.556,0.003,7,50,0.14,0.333,False,da,6950.1,da_max=6.6km net=-0.1km
55293,STARLINK-5287,Electric_EP,Stationkeeping,-2.81,6.547,0.0028,9,36,0.25,0.429,False,da,6950.2,da_max=6.5km net=-2.8km
55333,STARLINK-5493,Electric_EP,DragMakeup,0.06,2.124,0.0022,2,43,0.047,0.095,False,da,6863.8,da_max=2.1km net=+0.1km
55337,STARLINK-5667,Electric_EP,DragMakeup,-2.49,1.062,0.0001,1,41,0.024,0.048,False,da,6861.6,da_max=1.1km net=-2.5km
55340,STARLINK-5675,Electric_EP,OrbitLowering,-18.51,13.461,0.001,4,52,0.077,0.19,False,da+de,6862.5,da_max=13.5km net=-18.5km; Δe
55358,STARLINK-5622,Electric_EP,DragMakeup,-0.0,3.47,0.0039,4,42,0.095,0.19,False,da,6863.6,da_max=3.5km net=-0.0km
55359,STARLINK-5641,Electric_EP,OrbitLowering,-5.02,1.994,0.001,2,47,0.043,0.095,False,da,6862.6,da_max=2.0km net=-5.0km
55360,STARLINK-5664,Electric_EP,OrbitLowering,-17.91,2.355,0.0008,4,53,0.075,0.19,False,da,6870.8,da_max=2.4km net=-17.9km
55362,STARLINK-5574,Electric_EP,DragMakeup,-2.53,6.788,0.0032,5,41,0.122,0.238,False,da+de,6862.4,da_max=6.8km net=-2.5km; Δe
55364,STARLINK-5627,Electric_EP,DragMakeup,-5.0,1.9,0.0008,2,53,0.038,0.095,False,da,6862.9,da_max=1.9km net=-5.0km
55365,STARLINK-5639,Electric_EP,DragMakeup,-12.9,1.686,0.0027,8,58,0.138,0.381,True,da,6865.8,da_max=1.7km net=-12.9km; monotone_drop=12.9km
55369,STARLINK-5644,Electric_EP,DragMakeup,-11.56,2.041,0.0005,4,38,0.105,0.19,True,da,6867.5,da_max=2.0km net=-11.6km; monotone_drop=11.6km
55370,STARLINK-5027,Electric_EP,DragMakeup,-18.11,2.306,0.0047,6,55,0.109,0.286,True,da,6868.5,da_max=2.3km net=-18.1km; monotone_drop=18.1km
55371,STARLINK-5590,Electric_EP,OrbitLowering,-15.34,3.49,0.0024,8,53,0.151,0.381,False,da,6865.3,da_max=3.5km net=-15.3km
55373,STARLINK-5581,Electric_EP,OrbitLowering,-11.94,2.523,0.0075,7,49,0.143,0.333,False,da,6865.4,da_max=2.5km net=-11.9km
55374,STARLINK-5578,Electric_EP,DragMakeup,-21.94,2.355,0.0005,6,58,0.103,0.286,True,da,6873.1,da_max=2.4km net=-21.9km; monotone_drop=21.9km
55375,STARLINK-5588,Electric_EP,DragMakeup,-18.03,2.265,0.0037,9,53,0.17,0.429,True,da,6868.1,da_max=2.3km net=-18.0km; monotone_drop=18.0km
55376,STARLINK-5586,Electric_EP,PhasingManeuver,-2.39,8.022,0.0019,3,45,0.067,0.143,False,da,6863.1,da_max=8.0km net=-2.4km
55378,STARLINK-5572,Electric_EP,DragMakeup,-10.69,3.075,0.0031,4,44,0.091,0.19,True,da,6866.2,da_max=3.1km net=-10.7km; monotone_drop=10.7km
55449,STARLINK-5699,Electric_EP,DragMakeup,1.59,2.567,0.0014,3,46,0.065,0.143,False,da,6863.0,da_max=2.6km net=+1.6km
55450,STARLINK-5686,Electric_EP,DragMakeup,-0.02,1.489,0.0011,3,40,0.075,0.143,False,da,6863.8,da_max=1.5km net=-0.0km
55458,STARLINK-5020,Electric_EP,DragMakeup,-1.07,1.787,0.0021,1,27,0.037,0.048,False,da,6861.4,da_max=1.8km net=-1.1km
55459,STARLINK-5669,Electric_EP,DragMakeup,-0.0,2.842,0.0007,2,42,0.048,0.095,False,da,6863.6,da_max=2.8km net=-0.0km
55461,STARLINK-5646,Electric_EP,DragMakeup,-0.1,2.524,0.0012,4,43,0.093,0.19,False,da,6861.2,da_max=2.5km net=-0.1km
55464,STARLINK-5676,Electric_EP,DragMakeup,0.01,1.554,0.0037,2,45,0.044,0.095,False,da,6861.3,da_max=1.6km net=+0.0km
55470,STARLINK-5708,Electric_EP,DragMakeup,0.11,4.779,0.005,4,36,0.111,0.19,False,da+de,6863.8,da_max=4.8km net=+0.1km; Δe
55472,STARLINK-5705,Electric_EP,DragMakeup,-10.4,2.06,0.0009,5,54,0.093,0.238,True,da,6863.6,da_max=2.1km net=-10.4km; monotone_drop=10.4km
55477,STARLINK-5685,Electric_EP,OrbitLowering,-5.16,2.246,0.0019,3,53,0.057,0.143,False,da,6863.5,da_max=2.2km net=-5.2km
55479,STARLINK-5688,Electric_EP,OrbitLowering,-5.36,4.208,0.0034,1,47,0.021,0.048,False,da,6864.6,da_max=4.2km net=-5.4km
55480,STARLINK-5690,Electric_EP,DragMakeup,-2.54,1.153,0.0,1,39,0.026,0.048,False,da,6862.8,da_max=1.2km net=-2.5km
55491,STARLINK-5364,Electric_EP,OrbitLowering,-22.77,2.159,0.0035,8,61,0.131,0.381,False,da,6870.9,da_max=2.2km net=-22.8km
55495,STARLINK-5100,Electric_EP,DragMakeup,-18.73,2.291,0.0034,6,58,0.103,0.286,True,da,6867.4,da_max=2.3km net=-18.7km; monotone_drop=18.7km
55569,STARLINK-5749,Electric_EP,DragMakeup,-0.07,1.02,0.0004,1,48,0.021,0.048,False,da,6866.2,da_max=1.0km net=-0.1km
55573,STARLINK-5738,Electric_EP,DragMakeup,-4.98,2.888,0.0071,2,46,0.043,0.095,False,da,6862.3,da_max=2.9km net=-5.0km
55584,STARLINK-5736,Electric_EP,Stationkeeping,0.02,0.105,0.0035,2,38,0.053,0.095,False,de,6861.2,Δe
55586,STARLINK-5767,Electric_EP,DragMakeup,-2.36,1.112,0.0055,1,47,0.021,0.048,False,da,6863.1,da_max=1.1km net=-2.4km
55601,STARLINK-5744,Electric_EP,DragMakeup,-2.51,1.819,0.0024,2,42,0.048,0.095,False,da,6863.1,da_max=1.8km net=-2.5km
55602,STARLINK-5764,Electric_EP,DragMakeup,-2.5,1.311,0.0011,1,36,0.028,0.048,False,da,6863.0,da_max=1.3km net=-2.5km
55605,STARLINK-5725,Electric_EP,DragMakeup,0.02,2.834,0.0016,3,35,0.086,0.143,False,da,6861.3,da_max=2.8km net=+0.0km
55609,STARLINK-5719,Electric_EP,DragMakeup,-2.5,1.863,0.0043,1,31,0.032,0.048,False,da,6861.9,da_max=1.9km net=-2.5km
55610,STARLINK-5722,Electric_EP,DragMakeup,-0.01,1.251,0.0013,2,34,0.059,0.095,False,da,6861.1,da_max=1.3km net=-0.0km
55611,STARLINK-5730,Electric_EP,DragMakeup,-2.5,1.111,0.0002,1,44,0.023,0.048,False,da,6862.3,da_max=1.1km net=-2.5km
55616,STARLINK-5710,Electric_EP,DragMakeup,-2.46,1.052,0.0015,1,45,0.022,0.048,False,da,6862.6,da_max=1.1km net=-2.5km
55619,STARLINK-5720,Electric_EP,DragMakeup,0.01,2.488,0.0018,2,40,0.05,0.095,False,da,6861.3,da_max=2.5km net=+0.0km
55622,STARLINK-5702,Electric_EP,PhasingManeuver,1.85,7.058,0.0018,2,33,0.061,0.095,False,da+de,6862.9,da_max=7.1km net=+1.8km; Δe
55623,STARLINK-5698,Electric_EP,Stationkeeping,0.05,3.554,0.0046,12,53,0.226,0.571,False,da,6860.7,da_max=3.6km net=+0.1km
55630,STARLINK-5303,Electric_EP,DragMakeup,0.01,1.123,0.0005,2,47,0.043,0.095,False,da,6950.2,da_max=1.1km net=+0.0km
55632,STARLINK-5546,Electric_EP,DragMakeup,-0.0,5.753,0.0018,6,50,0.12,0.286,False,da,6950.4,da_max=5.8km net=-0.0km
55634,STARLINK-5500,Electric_EP,Stationkeeping,0.01,5.955,0.0028,10,54,0.185,0.476,False,da,6950.2,da_max=6.0km net=+0.0km
55657,STARLINK-5328,Electric_EP,DragMakeup,-0.05,1.398,0.0019,2,47,0.043,0.095,False,da,6950.2,da_max=1.4km net=-0.1km
55659,STARLINK-5477,Electric_EP,DragMakeup,0.03,5.474,0.0006,4,45,0.089,0.19,False,da,6950.4,da_max=5.5km net=+0.0km
55661,STARLINK-5475,Electric_EP,DragMakeup,0.06,4.682,0.0016,4,54,0.074,0.19,False,da,6950.3,da_max=4.7km net=+0.1km
55662,STARLINK-5479,Electric_EP,PhasingManeuver,0.02,7.041,0.004,2,56,0.036,0.095,False,da,6952.4,da_max=7.0km net=+0.0km
55663,STARLINK-5473,Electric_EP,Stationkeeping,0.0,6.553,0.0037,10,51,0.196,0.476,False,da,6950.5,da_max=6.6km net=+0.0km
55664,STARLINK-5480,Electric_EP,DragMakeup,1.24,1.208,0.0009,1,41,0.024,0.048,False,da,6950.2,da_max=1.2km net=+1.2km
55669,STARLINK-5459,Electric_EP,Stationkeeping,0.01,5.738,0.0107,10,48,0.208,0.476,False,da,6950.3,da_max=5.7km net=+0.0km
55673,STARLINK-5463,Electric_EP,DragMakeup,0.11,5.214,0.0026,7,57,0.123,0.333,False,da,6950.4,da_max=5.2km net=+0.1km
55674,STARLINK-5462,Electric_EP,DragMakeup,-0.19,1.95,0.0006,2,49,0.041,0.095,False,da,6950.3,da_max=1.9km net=-0.2km
55676,STARLINK-5300,Electric_EP,DragMakeup,0.02,2.387,0.0019,4,54,0.074,0.19,False,da,6950.1,da_max=2.4km net=+0.0km
55742,STARLINK-5594,Electric_EP,Stationkeeping,0.0,6.578,0.0026,11,49,0.224,0.524,False,da+de,6950.4,da_max=6.6km net=+0.0km; Δe
55744,STARLINK-5601,Electric_EP,Stationkeeping,0.09,6.61,0.0031,15,47,0.319,0.714,False,da,6950.0,da_max=6.6km net=+0.1km
55761,STARLINK-5611,Electric_EP,DragMakeup,-0.02,4.465,0.0024,6,52,0.115,0.286,False,da,6950.2,da_max=4.5km net=-0.0km
55767,STARLINK-5606,Electric_EP,DragMakeup,-0.04,5.324,0.0028,6,57,0.105,0.286,False,da,6950.1,da_max=5.3km net=-0.0km
55772,STARLINK-5835,Electric_EP,Stationkeeping,-0.18,5.027,0.0059,10,55,0.182,0.476,False,da,6950.0,da_max=5.0km net=-0.2km
55777,STARLINK-5814,Electric_EP,Stationkeeping,2.61,6.208,0.0016,9,55,0.164,0.429,False,da,6950.5,da_max=6.2km net=+2.6km
55782,STARLINK-5826,Electric_EP,OrbitRaising,5.89,5.784,0.0032,5,57,0.088,0.238,False,da,6950.1,da_max=5.8km net=+5.9km
55783,STARLINK-5825,Electric_EP,Stationkeeping,-0.07,6.679,0.0018,7,40,0.175,0.333,False,da,6950.1,da_max=6.7km net=-0.1km
55784,STARLINK-5797,Electric_EP,Stationkeeping,-0.0,5.532,0.0013,8,53,0.151,0.381,False,da,6950.0,da_max=5.5km net=-0.0km
55786,STARLINK-5823,Electric_EP,ComplexManeuver,-0.1,22.274,0.0227,18,57,0.316,0.857,False,da+di+de+draan,6954.8,da_max=22.3km net=-0.1km; di_max=0.0227°; Δe; draan_res
55790,STARLINK-5813,Electric_EP,DragMakeup,-0.02,1.776,0.0004,2,48,0.042,0.095,False,da,6950.2,da_max=1.8km net=-0.0km
55915,STARLINK-5859,Electric_EP,Stationkeeping,0.04,6.139,0.0041,10,52,0.192,0.476,False,da,6949.8,da_max=6.1km net=+0.0km
55919,STARLINK-5871,Electric_EP,Stationkeeping,0.09,5.121,0.0023,8,46,0.174,0.381,False,da,6950.1,da_max=5.1km net=+0.1km
55927,STARLINK-5919,Electric_EP,DragMakeup,0.01,2.89,0.0022,5,54,0.093,0.238,False,da,6950.1,da_max=2.9km net=+0.0km
55930,STARLINK-5896,Electric_EP,DragMakeup,0.04,5.909,0.0049,4,52,0.077,0.19,False,da+de,6950.0,da_max=5.9km net=+0.0km; Δe
