norad_id,sat_name,propulsion_class,behavior,net_da_km,max_da_km,max_di_deg,n_flagged,n_transitions,flag_rate,burn_freq_per_day,monotone_decay,triggers,mean_sma_km,sub_tags
66882,STARLINK-35912,Electric_EP,OrbitLowering,-9.66,6.957,0.0014,2,46,0.043,0.095,False,da,6842.6,da_max=7.0km net=-9.7km
66883,STARLINK-35947,Electric_EP,OrbitLowering,-12.46,3.562,0.001,5,53,0.094,0.238,False,da+de,6844.9,da_max=3.6km net=-12.5km; Δe
66885,STARLINK-35954,Electric_EP,PhasingManeuver,0.1,6.4,0.0013,2,42,0.048,0.095,False,da+de,6853.5,da_max=6.4km net=+0.1km; Δe
66886,STARLINK-35900,Electric_EP,DragMakeup,0.03,7.028,0.0006,4,43,0.093,0.19,False,da+de,6853.3,da_max=7.0km net=+0.0km; Δe
66895,STARLINK-35971,Electric_EP,OrbitLowering,-12.4,11.499,0.0012,3,41,0.073,0.143,False,da,6848.6,da_max=11.5km net=-12.4km
66897,STARLINK-36079,Electric_EP,PhasingManeuver,0.09,7.268,0.0008,2,46,0.043,0.095,False,da+de,6853.5,da_max=7.3km net=+0.1km; Δe
66898,STARLINK-36065,Electric_EP,OrbitLowering,-12.5,8.418,0.0016,3,53,0.057,0.143,False,da,6845.4,da_max=8.4km net=-12.5km
66899,STARLINK-36064,Electric_EP,OrbitLowering,-12.48,8.069,0.0011,3,53,0.057,0.143,False,da,6847.7,da_max=8.1km net=-12.5km
66901,STARLINK-36043,Electric_EP,DragMakeup,-12.38,5.532,0.0019,7,43,0.163,0.333,True,da+de,6850.6,da_max=5.5km net=-12.4km; Δe; monotone_drop=12.4km
66902,STARLINK-35983,Electric_EP,PhasingManeuver,0.12,5.009,0.0003,2,42,0.048,0.095,False,da+de,6853.6,da_max=5.0km net=+0.1km; Δe
66927,STARLINK-35943,Electric_EP,OrbitLowering,-12.5,9.628,0.0003,3,54,0.056,0.143,False,da,6842.7,da_max=9.6km net=-12.5km
66930,STARLINK-36206,Electric_EP,OrbitLowering,-9.99,5.184,0.0013,3,42,0.071,0.143,False,da,6850.8,da_max=5.2km net=-10.0km
66931,STARLINK-36130,Electric_EP,OrbitLowering,-12.34,5.554,0.0005,2,45,0.044,0.095,False,da,6852.4,da_max=5.6km net=-12.3km
66933,STARLINK-36157,Electric_EP,PhasingManeuver,0.02,5.928,0.0001,2,45,0.044,0.095,False,da,6853.1,da_max=5.9km net=+0.0km
66935,STARLINK-36127,Electric_EP,OrbitLowering,-12.45,4.865,0.0007,5,49,0.102,0.238,False,da,6845.4,da_max=4.9km net=-12.4km
66936,STARLINK-36160,Electric_EP,OrbitLowering,-12.49,7.536,0.0005,2,45,0.044,0.095,False,da,6843.5,da_max=7.5km net=-12.5km
66937,STARLINK-36165,Electric_EP,OrbitLowering,-12.5,10.026,0.0016,2,45,0.044,0.095,False,da,6843.0,da_max=10.0km net=-12.5km
66938,STARLINK-36155,Electric_EP,OrbitLowering,-10.0,5.866,0.0027,2,52,0.038,0.095,False,da,6846.2,da_max=5.9km net=-10.0km
66939,STARLINK-36154,Electric_EP,OrbitLowering,-12.43,5.116,0.0007,4,50,0.08,0.19,False,da,6848.1,da_max=5.1km net=-12.4km
66941,STARLINK-36088,Electric_EP,DragMakeup,-2.54,1.196,0.0003,1,50,0.02,0.048,False,da,6841.8,da_max=1.2km net=-2.5km
66944,STARLINK-36112,Electric_EP,DragMakeup,0.02,3.474,0.0003,2,44,0.045,0.095,False,da,6840.9,da_max=3.5km net=+0.0km
66945,STARLINK-36110,Electric_EP,OrbitLowering,-12.46,8.5,0.0012,5,55,0.091,0.238,False,da+de,6845.7,da_max=8.5km net=-12.5km; Δe
66946,STARLINK-36115,Electric_EP,OrbitLowering,-12.51,7.891,0.0009,3,50,0.06,0.143,False,da,6848.6,da_max=7.9km net=-12.5km
66947,STARLINK-36089,Electric_EP,OrbitLowering,-10.01,7.127,0.0002,2,45,0.044,0.095,False,da,6847.5,da_max=7.1km net=-10.0km
66949,STARLINK-36096,Electric_EP,OrbitLowering,-12.52,4.111,0.0006,4,48,0.083,0.19,False,da,6850.3,da_max=4.1km net=-12.5km
66950,STARLINK-36111,Electric_EP,DragMakeup,0.1,3.233,0.0004,2,50,0.04,0.095,False,da,6840.9,da_max=3.2km net=+0.1km
66951,STARLINK-35999,Electric_EP,OrbitLowering,-12.12,4.022,0.0019,4,43,0.093,0.19,False,da,6851.7,da_max=4.0km net=-12.1km
67004,STARLINK-35913,Electric_EP,DragMakeup,-0.0,6.653,0.0003,6,52,0.115,0.286,False,da,6950.5,da_max=6.7km net=-0.0km
67013,STARLINK-35856,Electric_EP,PhasingManeuver,0.01,7.357,0.0002,2,49,0.041,0.095,False,da,6950.1,da_max=7.4km net=+0.0km
67020,STARLINK-36172,Electric_EP,DragMakeup,0.01,5.42,0.0108,4,50,0.08,0.19,False,da,6950.1,da_max=5.4km net=+0.0km
67025,STARLINK-36178,Electric_EP,DragMakeup,-0.02,7.389,0.0018,5,52,0.096,0.238,False,da,6950.1,da_max=7.4km net=-0.0km
67085,STARLINK-35794,Electric_EP,DragMakeup,0.02,3.965,0.0039,2,41,0.049,0.095,False,da,6950.1,da_max=4.0km net=+0.0km
67086,STARLINK-35841,Electric_EP,DragMakeup,0.21,1.763,0.0014,2,47,0.043,0.095,False,da,6950.1,da_max=1.8km net=+0.2km
67090,STARLINK-36060,Electric_EP,DragMakeup,0.01,6.917,0.001,5,49,0.102,0.238,False,da,6950.2,da_max=6.9km net=+0.0km
67092,STARLINK-35792,Electric_EP,DragMakeup,-2.08,2.097,0.0,1,48,0.021,0.048,False,da,6950.1,da_max=2.1km net=-2.1km
67095,STARLINK-36227,Electric_EP,DragMakeup,0.01,5.322,0.0017,4,50,0.08,0.19,False,da,6950.0,da_max=5.3km net=+0.0km
67100,STARLINK-36215,Electric_EP,PhasingManeuver,-0.65,7.168,0.0003,3,46,0.065,0.143,False,da+de,6950.1,da_max=7.2km net=-0.6km; Δe
67118,STARLINK-35701,Electric_EP,InclinationChange,-0.08,0.052,0.0688,2,34,0.059,0.095,False,di,6861.2,di_max=0.0688°
67195,STARLINK-36291,Electric_EP,DragMakeup,0.03,2.925,0.0006,4,53,0.075,0.19,False,da,6950.2,da_max=2.9km net=+0.0km
67200,STARLINK-36270,Electric_EP,DragMakeup,-2.35,2.255,0.0005,1,49,0.02,0.048,False,da,6950.1,da_max=2.3km net=-2.4km
67201,STARLINK-36262,Electric_EP,DragMakeup,0.01,2.885,0.0002,2,54,0.037,0.095,False,da,6950.1,da_max=2.9km net=+0.0km
67202,STARLINK-36263,Electric_EP,DragMakeup,0.08,3.609,0.0003,3,56,0.054,0.143,False,da,6950.2,da_max=3.6km net=+0.1km
67211,STARLINK-36280,Electric_EP,PhasingManeuver,0.2,6.12,0.0027,2,55,0.036,0.095,False,da,6950.3,da_max=6.1km net=+0.2km
67215,STARLINK-36221,Electric_EP,PhasingManeuver,0.01,5.322,0.0014,2,51,0.039,0.095,False,da,6950.3,da_max=5.3km net=+0.0km
67216,STARLINK-36212,Electric_EP,DragMakeup,0.08,3.002,0.0002,2,60,0.033,0.095,False,da,6950.1,da_max=3.0km net=+0.1km
67311,STARLINK-36495,Electric_EP,DragMakeup,0.1,1.102,0.001,1,37,0.027,0.048,False,da,6861.1,da_max=1.1km net=+0.1km
67473,STARLINK-36408,Electric_EP,DragMakeup,2.33,2.52,0.0005,1,28,0.036,0.048,False,da,6861.1,da_max=2.5km net=+2.3km
67501,STARLINK-36433,Electric_EP,Stationkeeping,0.09,0.697,0.007,2,44,0.045,0.095,False,de,6861.1,Δe
67532,STARLINK-36587,Electric_EP,OrbitRaising,46.24,6.309,0.0011,14,58,0.241,0.667,False,da,6826.7,da_max=6.3km net=+46.2km
67533,STARLINK-36417,Electric_EP,OrbitRaising,46.15,6.613,0.0009,17,56,0.304,0.81,False,da,6833.8,da_max=6.6km net=+46.2km
67534,STARLINK-36576,Electric_EP,OrbitRaising,36.03,6.091,0.0011,11,55,0.2,0.524,False,da,6838.5,da_max=6.1km net=+36.0km
67535,STARLINK-36574,Electric_EP,OrbitRaising,46.52,6.612,0.0015,13,54,0.241,0.619,False,da,6823.9,da_max=6.6km net=+46.5km
67536,STARLINK-36572,Electric_EP,OrbitRaising,46.47,5.744,0.0014,17,59,0.288,0.81,False,da,6832.5,da_max=5.7km net=+46.5km
67537,STARLINK-36561,Electric_EP,OrbitRaising,46.16,6.716,0.0031,13,59,0.22,0.619,False,da,6819.8,da_max=6.7km net=+46.2km
67538,STARLINK-36397,Electric_EP,OrbitRaising,46.19,7.271,0.0072,13,58,0.224,0.619,False,da,6814.6,da_max=7.3km net=+46.2km
67539,STARLINK-36573,Electric_EP,OrbitRaising,35.32,6.061,0.0011,12,55,0.218,0.571,False,da,6838.7,da_max=6.1km net=+35.3km
67540,STARLINK-36585,Electric_EP,OrbitRaising,46.43,8.142,0.0013,15,60,0.25,0.714,False,da,6827.3,da_max=8.1km net=+46.4km
67541,STARLINK-36579,Electric_EP,OrbitRaising,55.68,10.017,0.0012,19,57,0.333,0.905,False,da,6825.8,da_max=10.0km net=+55.7km
67542,STARLINK-35934,Electric_EP,OrbitRaising,46.24,6.681,0.0033,17,57,0.298,0.81,False,da,6830.9,da_max=6.7km net=+46.2km
67543,STARLINK-36581,Electric_EP,OrbitRaising,36.22,4.197,0.0011,14,56,0.25,0.667,False,da,6838.5,da_max=4.2km net=+36.2km
67544,STARLINK-36565,Electric_EP,OrbitRaising,34.43,6.294,0.0015,13,55,0.236,0.619,False,da,6838.8,da_max=6.3km net=+34.4km
67545,STARLINK-36583,Electric_EP,OrbitRaising,54.76,5.773,0.0019,20,58,0.345,0.952,False,da,6830.7,da_max=5.8km net=+54.8km
67546,STARLINK-36580,Electric_EP,OrbitRaising,32.36,4.368,0.0019,12,57,0.211,0.571,False,da,6839.1,da_max=4.4km net=+32.4km
67547,STARLINK-36584,Electric_EP,OrbitRaising,46.73,7.124,0.001,16,58,0.276,0.762,False,da,6834.0,da_max=7.1km net=+46.7km
67548,STARLINK-36586,Electric_EP,OrbitRaising,36.44,7.41,0.0014,12,54,0.222,0.571,False,da,6838.2,da_max=7.4km net=+36.4km
67549,STARLINK-36564,Electric_EP,OrbitRaising,36.58,7.357,0.001,13,56,0.232,0.619,False,da,6838.4,da_max=7.4km net=+36.6km
67550,STARLINK-36563,Electric_EP,OrbitRaising,52.38,5.496,0.0018,19,57,0.333,0.905,False,da,6829.4,da_max=5.5km net=+52.4km
67551,STARLINK-36566,Electric_EP,OrbitRaising,42.93,7.351,0.0013,16,54,0.296,0.762,False,da,6836.2,da_max=7.4km net=+42.9km
67552,STARLINK-36567,Electric_EP,OrbitRaising,46.11,7.405,0.004,12,58,0.207,0.571,False,da,6809.2,da_max=7.4km net=+46.1km
67553,STARLINK-36569,Electric_EP,OrbitRaising,39.35,5.247,0.0018,14,55,0.255,0.667,False,da,6837.5,da_max=5.2km net=+39.4km
67555,STARLINK-36559,Electric_EP,OrbitRaising,47.39,4.856,0.0013,17,56,0.304,0.81,False,da,6834.1,da_max=4.9km net=+47.4km
67560,STARLINK-36426,Electric_EP,OrbitRaising,46.25,7.993,0.002,13,58,0.224,0.619,False,da,6823.7,da_max=8.0km net=+46.2km
67564,STARLINK-36593,Electric_EP,DragMakeup,2.44,1.102,0.0038,1,53,0.019,0.048,False,da,6843.2,da_max=1.1km net=+2.4km
67649,STARLINK-36342,Electric_EP,DragMakeup,2.55,9.128,0.0003,4,53,0.075,0.19,False,da,6842.1,da_max=9.1km net=+2.5km
67703,STARLINK-36630,Electric_EP,DragMakeup,2.52,1.627,0.0016,1,54,0.019,0.048,False,da,6843.6,da_max=1.6km net=+2.5km
67797,STARLINK-36800,Electric_EP,OrbitRaising,20.3,6.826,0.0026,6,59,0.102,0.286,False,da,6842.2,da_max=6.8km net=+20.3km
67798,STARLINK-36798,Electric_EP,OrbitRaising,9.3,5.033,0.0051,3,54,0.056,0.143,False,da,6843.3,da_max=5.0km net=+9.3km
67812,STARLINK-36377,Electric_EP,OrbitRaising,17.87,7.204,0.0044,4,54,0.074,0.19,False,da,6839.8,da_max=7.2km net=+17.9km
67815,STARLINK-36797,Electric_EP,OrbitRaising,29.53,4.597,0.0014,12,58,0.207,0.571,False,da,6840.3,da_max=4.6km net=+29.5km
67818,STARLINK-36346,Electric_EP,DragMakeup,2.53,1.515,0.0024,1,48,0.021,0.048,False,da,6842.6,da_max=1.5km net=+2.5km
67858,STARLINK-36837,Electric_EP,OrbitRaising,23.13,20.021,0.0014,5,46,0.109,0.238,False,da,6834.4,da_max=20.0km net=+23.1km
67869,STARLINK-36779,Electric_EP,OrbitRaising,19.79,5.308,0.0007,6,46,0.13,0.286,False,da,6831.9,da_max=5.3km net=+19.8km
67873,STARLINK-36783,Electric_EP,OrbitRaising,23.05,21.791,0.0016,2,41,0.049,0.095,False,da,6831.4,da_max=21.8km net=+23.1km
67874,STARLINK-36730,Electric_EP,OrbitRaising,22.86,6.019,0.0015,5,43,0.116,0.238,False,da,6831.4,da_max=6.0km net=+22.9km
67875,STARLINK-36727,Electric_EP,DragMakeup,-4.5,3.669,0.0002,1,37,0.027,0.048,False,da,6850.7,da_max=3.7km net=-4.5km
67885,STARLINK-36826,Electric_EP,DragMakeup,2.51,1.464,0.0007,2,53,0.038,0.095,False,da,6843.3,da_max=1.5km net=+2.5km
67893,STARLINK-36803,Electric_EP,DragMakeup,0.09,1.027,0.0016,1,43,0.023,0.048,False,da,6841.1,da_max=1.0km net=+0.1km
67899,STARLINK-36878,Electric_EP,DragMakeup,2.55,1.349,0.0045,2,49,0.041,0.095,False,da,6843.5,da_max=1.3km net=+2.5km
67904,STARLINK-36814,Electric_EP,DragMakeup,2.48,1.866,0.0001,1,45,0.022,0.048,False,da,6860.5,da_max=1.9km net=+2.5km
67919,STARLINK-36663,Electric_EP,DragMakeup,2.56,1.984,0.0034,1,43,0.023,0.048,False,da,6860.6,da_max=2.0km net=+2.6km
67935,STARLINK-36860,Electric_EP,DragMakeup,2.61,1.894,0.0015,1,45,0.022,0.048,False,da,6860.5,da_max=1.9km net=+2.6km
67936,STARLINK-36848,Electric_EP,DragMakeup,2.58,1.426,0.004,1,43,0.023,0.048,False,da,6859.9,da_max=1.4km net=+2.6km
67937,STARLINK-36370,Electric_EP,DragMakeup,2.62,7.136,0.0059,5,40,0.125,0.238,False,da+de,6858.7,da_max=7.1km net=+2.6km; Δe
67954,STARLINK-36869,Electric_EP,DragMakeup,2.53,3.252,0.0092,3,39,0.077,0.143,False,da,6859.4,da_max=3.3km net=+2.5km
67957,STARLINK-36829,Electric_EP,DragMakeup,0.1,6.569,0.0017,4,45,0.089,0.19,False,da+de,6859.0,da_max=6.6km net=+0.1km; Δe
67988,STARLINK-36734,Electric_EP,DragMakeup,2.61,1.18,0.0042,2,51,0.039,0.095,False,da,6860.9,da_max=1.2km net=+2.6km
68003,STARLINK-36862,Electric_EP,DragMakeup,2.63,1.394,0.0002,1,55,0.018,0.048,False,da,6859.5,da_max=1.4km net=+2.6km
68025,STARLINK-36378,Electric_EP,DragMakeup,2.35,1.861,0.0005,1,50,0.02,0.048,False,da,6842.6,da_max=1.9km net=+2.3km
68031,STARLINK-36913,Electric_EP,DragMakeup,2.6,2.615,0.0001,1,49,0.02,0.048,False,da,6843.5,da_max=2.6km net=+2.6km
68037,STARLINK-36388,Electric_EP,DragMakeup,2.53,1.375,0.0007,1,50,0.02,0.048,False,da,6843.3,da_max=1.4km net=+2.5km
68040,STARLINK-36711,Electric_EP,OrbitRaising,22.24,19.287,0.0023,2,44,0.045,0.095,False,da,6832.9,da_max=19.3km net=+22.2km
68041,STARLINK-36825,Electric_EP,OrbitRaising,10.22,10.253,0.0012,1,41,0.024,0.048,False,da,6834.1,da_max=10.3km net=+10.2km
68044,STARLINK-36966,Electric_EP,OrbitRaising,20.18,10.954,0.0012,2,45,0.044,0.095,False,da,6828.5,da_max=11.0km net=+20.2km
68045,STARLINK-36864,Electric_EP,OrbitRaising,13.33,4.204,0.0468,6,52,0.115,0.286,False,da+di,6829.1,da_max=4.2km net=+13.3km; di_max=0.0468°
68052,STARLINK-35808,Electric_EP,OrbitLowering,-9.68,8.216,0.0012,2,44,0.045,0.095,False,da,6853.1,da_max=8.2km net=-9.7km
68056,STARLINK-36845,Electric_EP,DragMakeup,2.98,1.901,0.0002,1,46,0.022,0.048,False,da,6839.6,da_max=1.9km net=+3.0km
68057,STARLINK-36954,Electric_EP,DragMakeup,3.1,1.792,0.0008,1,49,0.02,0.048,False,da,6840.3,da_max=1.8km net=+3.1km
68063,STARLINK-37000,Electric_EP,OrbitRaising,13.3,4.377,0.008,4,46,0.087,0.19,False,da,6832.5,da_max=4.4km net=+13.3km
68064,STARLINK-36996,Electric_EP,DragMakeup,0.07,1.636,0.0025,2,47,0.043,0.095,False,da+de,6827.7,da_max=1.6km net=+0.1km; Δe
68067,STARLINK-36929,Electric_EP,DragMakeup,3.06,1.653,0.0015,2,51,0.039,0.095,False,da,6838.6,da_max=1.7km net=+3.1km
68068,STARLINK-36990,Electric_EP,OrbitLowering,-12.34,9.017,0.0316,6,48,0.125,0.286,False,da+di,6848.5,da_max=9.0km net=-12.3km; di_max=0.0316°
15331,COSMOS 1602,Chemical,DragMakeup,-84.51,7.754,0.0014,21,25,0.84,1.0,True,da,6579.1,da_max=7.8km net=-84.5km; monotone_drop=84.5km
39266,CUSAT,Micro/ColdGas,DragMakeup,-35.19,1.238,0.0005,5,64,0.078,0.238,True,da,6633.9,da_max=1.2km net=-35.2km; monotone_drop=35.2km
39472,SMDC ONE 2.4,,UnknownFP,-12.41,1.122,0.0001,1,36,0.028,0.048,False,da,6723.2,da_max=1.1km net=-12.4km
41340,HORYU 4,,UnknownFP,-10.26,1.135,0.0002,1,41,0.024,0.048,False,da,6718.6,da_max=1.1km net=-10.3km
42921,ORS 5 SENSORSAT,,UnknownRAANAnomaly,-0.12,0.02,0.0001,10,49,0.204,0.476,False,draan,6942.7,draan_res
43184,LEMUR 2 KADI,,DragDecay,-17.46,1.848,0.001,4,40,0.1,0.19,True,da,6702.3,da_max=1.8km net=-17.5km; monotone_drop=17.5km
43805,AL FARABI 2,,DragDecay,-111.47,30.35,0.0028,17,25,0.68,0.81,True,da,6609.0,da_max=30.4km net=-111.5km; monotone_drop=111.5km
44495,BRO-1,,UnknownFP,-7.0,1.05,0.0004,1,31,0.032,0.048,False,da,6717.2,da_max=1.1km net=-7.0km
44537,ZHUHAI-1 03C,,UnknownFP,-20.53,1.912,0.0003,2,57,0.035,0.095,False,da,6675.9,da_max=1.9km net=-20.5km
46396,GAOFEN 11 2,Chemical,DragMakeup,1.6,2.013,0.0002,1,54,0.019,0.048,False,da,6873.4,da_max=2.0km net=+1.6km
46461,JILIN-01 GAOFEN 3I,,UnknownFP,-16.21,1.266,0.0003,1,58,0.017,0.048,False,da,6686.7,da_max=1.3km net=-16.2km
46462,JILIN-01 GAOFEN 3J,Electric_EP,DragMakeup,-117.02,27.993,0.0018,32,49,0.653,1.524,True,da,6607.2,da_max=28.0km net=-117.0km; monotone_drop=117.0km
46818,CE-SAT IIB,,UnknownFP,-8.17,1.003,0.0004,1,49,0.02,0.048,False,da,6681.7,da_max=1.0km net=-8.2km
47231,GAOFEN 14,Chemical,DragMakeup,0.89,1.281,0.0001,1,59,0.017,0.048,False,da,6866.8,da_max=1.3km net=+0.9km
47487,ASTROCAST-0103,Micro/ColdGas,OrbitLowering,-47.69,34.642,0.0066,3,5,0.6,0.143,False,da,6603.6,da_max=34.6km net=-47.7km
47517,ASTROCAST-0105,Micro/ColdGas,OrbitLowering,-14.35,1.498,0.0009,3,36,0.083,0.143,False,da,6718.0,da_max=1.5km net=-14.4km
47958,KMSL,,DragDecay,-16.94,2.425,0.0016,9,15,0.6,0.429,True,da,6679.1,da_max=2.4km net=-16.9km; monotone_drop=16.9km
48274,CSS (TIANHE-1),Chemical,DragMakeup,2.71,4.124,0.0026,1,51,0.02,0.048,False,da,6757.2,da_max=4.1km net=+2.7km
49954,IXPE,,UnknownRAANAnomaly,-0.37,0.022,0.0015,42,64,0.656,2.0,False,draan,6914.7,draan_res
51657,INSPIRESAT-1,,UnknownFP,-26.63,15.602,0.0032,2,4,0.5,0.095,False,da,6569.3,da_max=15.6km net=-26.6km
51839,OBJECT R,,UnknownFP,-16.86,1.421,0.0009,2,48,0.042,0.095,False,da,6683.0,da_max=1.4km net=-16.9km
51841,OBJECT T,,DragDecay,-19.22,2.735,0.0005,3,46,0.065,0.143,True,da,6680.1,da_max=2.7km net=-19.2km; monotone_drop=19.2km
51844,OBJECT W,,UnknownFP,-7.13,7.153,0.0015,1,2,0.5,0.048,False,da,6568.2,da_max=7.2km net=-7.1km
51846,OBJECT Y,,UnknownFP,-11.38,1.467,0.0002,1,47,0.021,0.048,False,da,6705.8,da_max=1.5km net=-11.4km
51948,OBJECT C,,UnknownFP,-0.18,1.028,0.0,1,20,0.05,0.048,False,da,6890.3,da_max=1.0km net=-0.2km
52389,JILIN-01 GAOFEN 3D 4,Electric_EP,DragMakeup,-49.17,10.443,0.0013,10,11,0.909,0.476,True,da,6580.6,da_max=10.4km net=-49.2km; monotone_drop=49.2km
53239,CSS (WENTIAN),Chemical,DragMakeup,4.9,2.468,0.0007,3,28,0.107,0.143,False,da,6757.2,da_max=2.5km net=+4.9km
53316,YAOGAN-35 03A,Chemical,OrbitLowering,-11.92,1.078,0.0002,1,41,0.024,0.048,False,da,6724.6,da_max=1.1km net=-11.9km
53450,OBJECT G,,UnknownFP,-16.16,1.212,0.0007,2,45,0.044,0.095,False,da,6681.2,da_max=1.2km net=-16.2km
54216,CSS (MENGTIAN),Chemical,DragMakeup,2.71,4.124,0.0026,1,51,0.02,0.048,False,da,6757.2,da_max=4.1km net=+2.7km
54691,OBJECT K,,DragDecay,-65.47,8.242,0.0032,18,40,0.45,0.857,True,da,6645.5,da_max=8.2km net=-65.5km; monotone_drop=65.5km
55049,ICEYE-X21,Electric_EP,OrbitLowering,-10.15,1.175,0.0007,1,54,0.019,0.048,False,da,6679.5,da_max=1.2km net=-10.1km
56170,BB 2,Electric_EP,DragMakeup,-21.64,6.807,0.0031,5,33,0.152,0.238,True,da,7266.1,da_max=6.8km net=-21.6km; monotone_drop=21.6km
56185,BRO-9,,UnknownFP,-10.59,1.037,0.0008,1,36,0.028,0.048,False,da,6708.5,da_max=1.0km net=-10.6km
56195,GHOST-1,Hybrid/Other,DragMakeup,-59.85,19.76,0.0031,7,11,0.636,0.333,True,da,6571.1,da_max=19.8km net=-59.9km; monotone_drop=59.9km
56947,ICEYE-X30,Electric_EP,DragMakeup,-32.59,1.944,0.0012,18,43,0.419,0.857,True,da,6665.8,da_max=1.9km net=-32.6km; monotone_drop=32.6km
56961,ICEYE-X26,Electric_EP,DragMakeup,-22.49,2.101,0.0009,5,39,0.128,0.238,True,da,6684.9,da_max=2.1km net=-22.5km; monotone_drop=22.5km
56968,NUSAT-43 (R DIENG-KUNTZ),Chemical,DragMakeup,-41.51,2.196,0.0008,18,58,0.31,0.857,True,da,6639.3,da_max=2.2km net=-41.5km; monotone_drop=41.5km
57037,OBJECT AK,,UnknownFP,1.32,5.174,0.0012,2,64,0.031,0.095,False,da,6874.2,da_max=5.2km net=+1.3km
57323,STRATOSAT-TK1-E,,DragDecay,-132.42,24.11,0.0042,13,18,0.722,0.619,True,da,6614.0,da_max=24.1km net=-132.4km; monotone_drop=132.4km
57326,STRATOSAT-TK1-D,,DragDecay,-16.54,2.561,0.0016,8,18,0.444,0.381,True,da,6701.7,da_max=2.6km net=-16.5km; monotone_drop=16.5km
57390,LEMUR 2 MANO,Micro/ColdGas,DragMakeup,-29.94,4.717,0.004,14,29,0.483,0.667,True,da,6685.2,da_max=4.7km net=-29.9km; monotone_drop=29.9km
57728,YAOGAN-39 01B,Chemical,OrbitRaising,6.33,6.646,0.0001,1,41,0.024,0.048,False,da,6890.8,da_max=6.6km net=+6.3km
57731,YAOGAN-39 01C,Chemical,OrbitRaising,6.4,6.782,0.0,1,54,0.019,0.048,False,da,6891.7,da_max=6.8km net=+6.4km
57757,BB4,Electric_EP,DragMakeup,-2.03,1.215,0.0,1,34,0.029,0.048,False,da,7187.3,da_max=1.2km net=-2.0km
57760,BB3,Electric_EP,DragMakeup,-13.23,6.865,0.0014,2,34,0.059,0.095,True,da,7116.2,da_max=6.9km net=-13.2km; monotone_drop=13.2km
58272,TIGER-6,,DragDecay,-18.73,1.447,0.0011,3,42,0.071,0.143,True,da,6682.1,da_max=1.4km net=-18.7km; monotone_drop=18.7km
58313,FLOCK 4Q 20,,DragDecay,-23.7,1.434,0.0009,8,47,0.17,0.381,True,da,6694.8,da_max=1.4km net=-23.7km; monotone_drop=23.7km
58319,FLOCK 4Q 15,,DragDecay,-21.62,2.072,0.0009,5,42,0.119,0.238,True,da,6699.0,da_max=2.1km net=-21.6km; monotone_drop=21.6km
58329,FLOCK 4Q 21,,UnknownFP,-10.76,1.09,0.0005,2,40,0.05,0.095,False,da,6731.8,da_max=1.1km net=-10.8km
58467,LILIUM-1,,UnknownFP,-20.3,2.184,0.0012,6,38,0.158,0.286,False,da,6682.0,da_max=2.2km net=-20.3km
58503,OBJECT B,,UnknownFP,-15.84,2.38,0.001,5,41,0.122,0.238,False,da,6680.9,da_max=2.4km net=-15.8km
58555,HONGHU 2,,UnknownFP,-10.38,2.045,0.0006,1,54,0.019,0.048,False,da,6889.3,da_max=2.0km net=-10.4km
58665,MDQUBESAT-2,,DragDecay,-18.82,2.1,0.001,8,23,0.348,0.381,True,da,6709.2,da_max=2.1km net=-18.8km; monotone_drop=18.8km
59806,OBJECT B,,UnknownFP,2.24,2.634,0.0004,1,59,0.017,0.048,False,da,6894.0,da_max=2.6km net=+2.2km
59812,OBJECT C,,DragDecay,-24.45,2.113,0.0009,9,37,0.243,0.429,True,da,6685.9,da_max=2.1km net=-24.4km; monotone_drop=24.4km
60462,YAOGAN-43 O1E,Chemical,DragMakeup,0.91,1.556,0.0004,1,45,0.022,0.048,False,da,6874.6,da_max=1.6km net=+0.9km
60484,FLOCK 4BE 26,,UnknownFP,-9.56,1.018,0.0002,1,44,0.023,0.048,False,da,6769.7,da_max=1.0km net=-9.6km
60502,FLOCK 4BE 33,,DragDecay,-79.58,10.595,0.002,17,30,0.567,0.81,True,da,6632.5,da_max=10.6km net=-79.6km; monotone_drop=79.6km
60557,CELESTIS 24/TROOP-F2,,DragDecay,-101.17,23.648,0.0063,23,34,0.676,1.095,True,da,6628.2,da_max=23.6km net=-101.2km; monotone_drop=101.2km
60558,FLOCK 4BE 35,,UnknownFP,-8.83,1.037,0.0,1,39,0.026,0.048,False,da,6774.4,da_max=1.0km net=-8.8km
60949,YAOGAN-43 02E,Chemical,DragMakeup,1.02,1.114,0.0017,1,43,0.023,0.048,False,da,6874.6,da_max=1.1km net=+1.0km
61189,JILIN-01 KUANFU 02B 1,Electric_EP,DragMakeup,3.4,2.17,0.0011,2,63,0.032,0.095,False,da,6915.4,da_max=2.2km net=+3.4km
61191,JILIN-01 KUANFU 02B 3,Electric_EP,DragMakeup,3.34,2.132,0.0001,2,60,0.033,0.095,False,da,6915.3,da_max=2.1km net=+3.3km
61440,H-2A R/B,,UnknownFP,-13.66,1.342,0.0004,1,44,0.023,0.048,False,da,6685.0,da_max=1.3km net=-13.7km
61757,HORIZON GORIZONT,,DragDecay,-62.99,9.035,0.0012,20,55,0.364,0.952,True,da,6643.0,da_max=9.0km net=-63.0km; monotone_drop=63.0km
61762,ARCTICSAT-1,,DragDecay,-14.48,1.697,0.0008,4,46,0.087,0.19,True,da,6702.2,da_max=1.7km net=-14.5km; monotone_drop=14.5km
