norad_id,cospar_id,sat_name,orbit_band,mass_kg,mass_class,platform_class,propulsion_class,propulsion_description,mission_type,mass_source,propulsion_source,mass_confidence,propulsion_confidence,mass_note,propulsion_note,source_code
67423,2026-005V,STARLINK-36465,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67424,2026-005W,STARLINK-36362,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67425,2026-005X,STARLINK-36447,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67426,2026-005Y,STARLINK-36146,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67427,2026-005Z,STARLINK-36459,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67428,2026-005AA,STARLINK-36464,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67429,2026-005AB,STARLINK-36513,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67430,2026-005AC,STARLINK-36515,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67431,2026-005AD,STARLINK-36443,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67432,2026-005AE,STARLINK-36460,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-12 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67445,2026-008A,STARLINK-36542,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67446,2026-008B,STARLINK-36539,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67447,2026-008C,STARLINK-36440,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67448,2026-008D,STARLINK-36423,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67449,2026-008E,STARLINK-36519,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67450,2026-008F,STARLINK-36525,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67451,2026-008G,STARLINK-36511,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67452,2026-008H,STARLINK-36524,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67453,2026-008J,STARLINK-36518,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67454,2026-008K,STARLINK-36517,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67455,2026-008L,STARLINK-36516,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67456,2026-008M,STARLINK-36493,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67457,2026-008N,STARLINK-36529,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67458,2026-008P,STARLINK-36528,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67459,2026-008Q,STARLINK-36546,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67460,2026-008R,STARLINK-36523,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67461,2026-008S,STARLINK-36522,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67462,2026-008T,STARLINK-36504,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67463,2026-008U,STARLINK-36505,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67464,2026-008V,STARLINK-36421,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67465,2026-008W,STARLINK-36437,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67466,2026-008X,STARLINK-36520,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67467,2026-008Y,STARLINK-36425,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67468,2026-008Z,STARLINK-36414,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67469,2026-008AA,STARLINK-36441,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67470,2026-008AB,STARLINK-36454,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67471,2026-008AC,STARLINK-36334,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67472,2026-008AD,STARLINK-36269,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67473,2026-008AE,STARLINK-36408,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-14 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67493,2026-012A,STARLINK-36551,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67494,2026-012B,STARLINK-36396,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67495,2026-012C,STARLINK-36550,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67496,2026-012D,STARLINK-36534,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67497,2026-012E,STARLINK-36555,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67498,2026-012F,STARLINK-36081,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67499,2026-012G,STARLINK-36558,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67500,2026-012H,STARLINK-36557,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67501,2026-012J,STARLINK-36433,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67502,2026-012K,STARLINK-36554,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67503,2026-012L,STARLINK-36552,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67504,2026-012M,STARLINK-36512,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67505,2026-012N,STARLINK-36545,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67506,2026-012P,STARLINK-36553,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67507,2026-012Q,STARLINK-36521,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67508,2026-012R,STARLINK-36526,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67509,2026-012S,STARLINK-36541,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67510,2026-012T,STARLINK-36549,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67511,2026-012U,STARLINK-36540,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67512,2026-012V,STARLINK-36538,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67513,2026-012W,STARLINK-36531,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67514,2026-012X,STARLINK-36530,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67515,2026-012Y,STARLINK-36543,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67516,2026-012Z,STARLINK-36537,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67517,2026-012AA,STARLINK-36544,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67518,2026-012AB,STARLINK-36412,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67519,2026-012AC,STARLINK-36415,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67520,2026-012AD,STARLINK-36547,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67521,2026-012AE,STARLINK-36444,LEO_450_800,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-18 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67532,2026-014A,STARLINK-36587,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67533,2026-014B,STARLINK-36417,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67534,2026-014C,STARLINK-36576,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67535,2026-014D,STARLINK-36574,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67536,2026-014E,STARLINK-36572,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67537,2026-014F,STARLINK-36561,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67538,2026-014G,STARLINK-36397,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67539,2026-014H,STARLINK-36573,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67540,2026-014J,STARLINK-36585,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67541,2026-014K,STARLINK-36579,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67542,2026-014L,STARLINK-35934,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67543,2026-014M,STARLINK-36581,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67544,2026-014N,STARLINK-36565,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67545,2026-014P,STARLINK-36583,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67546,2026-014Q,STARLINK-36580,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
67547,2026-014R,STARLINK-36584,LEO_300_450,800.0,200_1000kg,Small/Medium,Electric_EP,Argon Hall-effect thruster (v2 mini),COMM,Starlink_v2mini_table,Starlink_v2mini_table,Medium,High,Starlink v2mini version table; launch_date=2026-01-22 00:00:00,SpaceX Starlink v2 mini uses Argon Hall thruster,United States (US)
