sat_name,inc_family,maneuver_class,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,u_deg,da_km,de,di_deg,draan_raw_deg,draan_j2_deg,draan_res_deg,du_deg,da_severity,dv_est_ms,flagged,flag_reason
STARLINK-30320,53deg,mixed,2026-05-02 10:45:42+00:00,2026-05-02 18:50:42+00:00,8.08,6859.336,481.2,0.000995,53.0517,304.0784,191.9161,-10.1254,0.000403,-0.03203,-1.561,-1.5685,0.0075,56.3216,large,5.626,True,da=-10.13km[large] | di=-0.0320deg
STARLINK-35301,53deg,mixed,2026-05-04 20:53:42+00:00,2026-05-05 02:07:42+00:00,5.23,6847.554,469.42,0.000346,53.1226,186.874,82.924,10.0879,0.000305,0.03329,-1.001,-1.0139,0.0129,121.9944,large,5.62,True,da=+10.09km[large] | di=+0.0333deg
STARLINK-34797,53deg,mixed,2026-05-06 02:01:42+00:00,2026-05-06 10:06:42+00:00,8.08,6848.215,470.08,0.001593,52.9983,261.2991,282.8391,10.0884,-0.000814,0.03066,-1.5764,-1.5701,-0.0063,56.2855,large,5.619,True,da=+10.09km[large] | di=+0.0307deg
STARLINK-37103,53deg,mixed,2026-05-05 09:38:42+00:00,2026-05-05 17:39:42+00:00,8.02,6790.975,412.84,0.001708,53.259,55.7706,269.3735,9.958,-0.001053,0.02995,-1.6145,-1.5939,-0.0206,64.0079,medium,5.617,True,da=+9.96km[medium] | di=+0.0299deg | de=-0.00105
STARLINK-11204,53deg,phasing,2026-05-05 11:08:42+00:00,2026-05-05 19:00:42+00:00,7.87,6732.686,354.55,0.001583,53.2675,60.9294,284.3672,9.8117,-0.000859,0.02774,-1.6204,-1.6117,-0.0086,53.2785,medium,5.607,True,da=+9.81km[medium] | di=+0.0277deg
STARLINK-35196,53deg,mixed,2026-05-05 10:08:42+00:00,2026-05-05 18:13:42+00:00,8.08,6859.21,481.07,0.001441,53.1279,199.7901,12.8728,-10.0903,-0.000756,-0.03173,-1.5576,-1.5658,0.0082,56.4838,large,5.607,True,da=-10.09km[large] | di=-0.0317deg
STARLINK-36795,SSO,mixed,2026-05-05 23:13:42+00:00,2026-05-06 01:44:42+00:00,2.52,6831.824,453.69,0.000646,97.1802,313.9506,99.9401,10.0278,0.000774,-0.00572,0.1055,0.1024,0.0031,-141.6466,large,5.606,True,da=+10.03km[large]
STARLINK-31613,53deg,mixed,2026-05-06 02:35:42+00:00,2026-05-06 10:40:42+00:00,8.08,6848.323,470.19,0.001587,53.1782,14.6556,283.3678,10.0603,-0.000759,0.02784,-1.5675,-1.5635,-0.0039,56.2761,large,5.604,True,da=+10.06km[large] | di=+0.0278deg
STARLINK-34876,SSO,phasing,2026-05-05 10:06:42+00:00,2026-05-05 18:14:42+00:00,8.13,6927.352,549.22,0.001243,97.5232,357.0587,216.3364,-10.223,0.001564,0.00191,0.3342,0.332,0.0022,35.6525,large,5.597,True,da=-10.22km[large] | de=+0.00156
STARLINK-34496,53deg,phasing,2026-05-03 10:12:42+00:00,2026-05-03 18:15:42+00:00,8.05,6824.404,446.27,0.001276,53.0837,221.4306,180.2319,-9.9859,4.3e-05,-0.02963,-1.5654,-1.5889,0.0235,63.1435,medium,5.592,True,da=-9.99km[medium] | di=-0.0296deg
STARLINK-32191,53deg,phasing,2026-05-05 10:36:42+00:00,2026-05-05 18:41:42+00:00,8.08,6848.018,469.88,0.001615,53.2212,33.0473,281.9277,10.024,-0.000867,0.02616,-1.5728,-1.5623,-0.0106,56.3358,large,5.584,True,da=+10.02km[large] | di=+0.0262deg
STARLINK-35402,53deg,mixed,2026-05-05 10:02:42+00:00,2026-05-05 18:08:42+00:00,8.1,6857.612,479.48,0.000649,53.1257,341.3794,205.3133,-10.0419,0.001028,-0.03647,-1.588,-1.5705,-0.0175,60.1338,large,5.582,True,da=-10.04km[large] | di=-0.0365deg | de=+0.00103
STARLINK-34024,mid-inc,phasing,2026-05-04 20:36:42+00:00,2026-05-05 02:23:42+00:00,5.78,6951.694,573.56,0.001069,69.9392,332.6035,32.124,-10.244,0.000901,-0.02115,-0.6128,-0.6112,-0.0016,-140.4615,large,5.579,True,da=-10.24km[large] | di=-0.0212deg
STARLINK-37366,SSO,mixed,2026-05-02 17:33:42+00:00,2026-05-03 01:36:42+00:00,8.05,6710.858,332.72,0.000937,97.2015,327.9083,198.8035,-9.714,0.0012,0.00251,0.3605,0.3516,0.0089,107.2961,medium,5.578,True,da=-9.71km[medium] | de=+0.00120
STARLINK-34088,mid-inc,phasing,2026-05-03 18:26:42+00:00,2026-05-04 10:13:42+00:00,15.78,6956.447,578.31,0.000908,69.9522,335.4394,182.0484,-10.2468,-5e-05,-0.01912,-1.6714,-1.6629,-0.0086,-53.7133,large,5.575,True,da=-10.25km[large]
STARLINK-35008,53deg,mixed,2026-05-04 10:03:42+00:00,2026-05-04 20:39:42+00:00,10.6,6848.316,470.18,0.000543,53.0752,333.2505,106.1153,10.0066,0.000898,0.02603,-2.0273,-2.0553,0.028,-85.7781,large,5.574,True,da=+10.01km[large] | di=+0.0260deg
STARLINK-34548,mid-inc,mixed,2026-05-03 02:23:42+00:00,2026-05-03 10:08:42+00:00,7.75,6956.335,578.2,0.000931,70.0208,176.7625,7.004,-10.2335,0.000255,-0.00962,-0.8306,-0.8137,-0.0169,-58.6576,large,5.568,True,da=-10.23km[large]
STARLINK-35031,53deg,phasing,2026-05-03 18:15:42+00:00,2026-05-04 10:08:42+00:00,15.88,6845.508,467.37,0.000834,53.1381,346.7647,200.4665,-9.9901,0.000833,-0.03871,-3.0968,-3.0978,0.001,57.6774,medium,5.568,True,da=-9.99km[medium] | di=-0.0387deg
STARLINK-30295,53deg,mixed,2026-05-02 10:45:42+00:00,2026-05-02 18:51:42+00:00,8.1,6857.416,479.28,0.001463,53.0688,317.1283,25.8383,-10.0,-0.001154,-0.03216,-1.5878,-1.5726,-0.0152,60.3175,medium,5.559,True,da=-10.00km[medium] | di=-0.0322deg | de=-0.00115
STARLINK-32189,53deg,mixed,2026-05-06 02:33:42+00:00,2026-05-06 10:39:42+00:00,8.1,6847.787,469.65,0.001677,53.2143,30.1093,275.1257,9.9712,-0.000996,0.02766,-1.579,-1.5659,-0.0131,60.0808,medium,5.555,True,da=+9.97km[medium] | di=+0.0277deg
STARLINK-37163,53deg,mixed,2026-05-05 01:38:42+00:00,2026-05-05 09:40:42+00:00,8.03,6814.45,436.31,0.000843,53.2731,57.5204,117.2936,9.8994,0.000505,0.0252,-1.5622,-1.5777,0.0155,59.448,medium,5.555,True,da=+9.90km[medium] | di=+0.0252deg
STARLINK-31772,53deg,mixed,2026-05-02 10:21:42+00:00,2026-05-02 18:36:42+00:00,8.25,6848.89,470.75,0.001468,53.2205,31.6052,249.8268,9.973,-0.000569,0.02552,-1.6262,-1.5938,-0.0324,94.5528,medium,5.554,True,da=+9.97km[medium] | di=+0.0255deg
STARLINK-35295,53deg,lowering,2026-05-03 10:02:42+00:00,2026-05-03 18:07:42+00:00,8.08,6847.554,469.42,0.00037,53.1168,351.1334,97.3704,9.9636,0.001119,0.0244,-1.5829,-1.5665,-0.0164,56.4911,medium,5.551,True,da=+9.96km[medium] | di=+0.0244deg | de=+0.00112
STARLINK-32194,53deg,mixed,2026-05-03 02:35:42+00:00,2026-05-03 10:40:42+00:00,8.08,6849.792,471.65,0.00131,53.2498,44.0306,295.8393,9.9637,-0.000187,0.02699,-1.549,-1.5598,0.0109,56.291,medium,5.548,True,da=+9.96km[medium] | di=+0.0270deg
STARLINK-32035,53deg,mixed,2026-05-03 18:39:42+00:00,2026-05-04 10:34:42+00:00,15.92,6848.134,470.0,0.001579,53.2356,140.7522,283.3468,9.9587,-0.000805,0.03747,-3.083,-3.0746,-0.0084,55.2915,medium,5.547,True,da=+9.96km[medium] | di=+0.0375deg
STARLINK-34800,53deg,phasing,2026-05-04 10:08:42+00:00,2026-05-04 20:45:42+00:00,10.62,6858.118,479.98,0.000749,53.022,268.5955,338.4738,-9.9728,0.000838,-0.02907,-2.0282,-2.0626,0.0344,-81.687,medium,5.543,True,da=-9.97km[medium] | di=-0.0291deg
STARLINK-36739,SSO,mixed,2026-05-04 09:50:42+00:00,2026-05-04 21:03:42+00:00,11.22,6841.64,463.5,0.001452,97.1728,312.4424,221.8664,-9.9344,0.001521,0.00831,0.4684,0.4563,0.0121,58.1849,medium,5.542,True,da=-9.93km[medium] | de=+0.00152
STARLINK-35031,53deg,phasing,2026-05-05 10:04:42+00:00,2026-05-05 18:20:42+00:00,8.27,6846.98,468.84,0.001471,53.124,339.0014,9.4896,-9.9398,-0.000685,-0.03618,-1.6415,-1.6115,-0.03,103.8701,medium,5.538,True,da=-9.94km[medium] | di=-0.0362deg
STARLINK-30934,53deg,mixed,2026-05-02 10:41:42+00:00,2026-05-02 18:44:42+00:00,8.05,6836.211,458.07,0.001518,53.2809,111.0684,288.7164,9.9084,-0.000647,0.03486,-1.5633,-1.5629,-0.0004,53.742,medium,5.534,True,da=+9.91km[medium] | di=+0.0349deg
STARLINK-36687,SSO,phasing,2026-05-02 17:36:42+00:00,2026-05-03 01:53:42+00:00,8.28,6847.558,469.42,0.000865,97.1619,234.4009,201.7419,-9.9306,0.001184,0.00769,0.3484,0.3354,0.013,103.8502,medium,5.532,True,da=-9.93km[medium] | de=+0.00118
STARLINK-37065,53deg,mixed,2026-05-03 01:35:42+00:00,2026-05-03 09:40:42+00:00,8.08,6837.317,459.18,0.000841,53.0054,286.087,115.7976,9.9044,0.000443,0.03036,-1.5612,-1.5787,0.0175,61.5543,medium,5.53,True,da=+9.90km[medium] | di=+0.0304deg
STARLINK-36962,53deg,phasing,2026-05-03 09:38:42+00:00,2026-05-03 17:39:42+00:00,8.02,6801.008,422.87,0.0015,53.3027,64.3691,25.219,-9.8081,-0.001193,-0.032,-1.6123,-1.5933,-0.019,64.2265,medium,5.52,True,da=-9.81km[medium] | di=-0.0320deg | de=-0.00119
STARLINK-30313,53deg,mixed,2026-05-05 03:01:42+00:00,2026-05-05 11:06:42+00:00,8.08,6849.309,471.17,0.000757,53.0228,304.5489,112.5007,9.9043,0.000653,0.02907,-1.5602,-1.5684,0.0083,56.4708,medium,5.516,True,da=+9.90km[medium] | di=+0.0291deg
STARLINK-31740,53deg,mixed,2026-05-05 22:16:42+00:00,2026-05-06 02:35:42+00:00,4.32,6848.731,470.59,0.000599,53.1884,17.427,108.0612,9.896,0.000907,0.02698,-0.8036,-0.8346,0.031,-88.8207,medium,5.512,True,da=+9.90km[medium] | di=+0.0270deg
STARLINK-35323,53deg,mixed,2026-05-03 18:07:42+00:00,2026-05-04 10:04:42+00:00,15.95,6847.453,469.32,0.0003,53.1107,348.9839,90.2647,9.8788,0.001173,0.02446,-3.102,-3.0916,-0.0104,63.1966,medium,5.504,True,da=+9.88km[medium] | di=+0.0245deg | de=+0.00117
STARLINK-32045,53deg,mixed,2026-05-03 02:29:42+00:00,2026-05-03 10:35:42+00:00,8.1,6847.675,469.54,0.000342,53.223,144.0309,94.977,9.8689,0.00113,0.03787,-1.5771,-1.5655,-0.0116,60.3297,medium,5.498,True,da=+9.87km[medium] | di=+0.0379deg | de=+0.00113
STARLINK-30916,53deg,mixed,2026-05-03 18:50:42+00:00,2026-05-04 10:50:42+00:00,16.0,6835.869,457.73,0.000571,53.2865,104.7845,74.4352,9.8336,0.000939,0.02979,-3.1408,-3.1068,-0.0339,84.7354,medium,5.492,True,da=+9.83km[medium] | di=+0.0298deg
STARLINK-37029,53deg,mixed,2026-05-02 09:39:42+00:00,2026-05-02 17:38:42+00:00,7.98,6791.112,412.98,0.000374,53.2774,70.0656,97.689,9.7308,0.001069,0.03258,-1.599,-1.5865,-0.0124,56.4717,medium,5.489,True,da=+9.73km[medium] | di=+0.0326deg | de=+0.00107
STARLINK-35131,53deg,phasing,2026-05-02 10:00:42+00:00,2026-05-02 18:04:42+00:00,8.07,6849.114,470.98,0.00073,53.1334,355.5124,111.743,9.8517,0.000739,0.02455,-1.5627,-1.5615,-0.0012,52.6331,medium,5.487,True,da=+9.85km[medium] | di=+0.0246deg
STARLINK-30913,53deg,mixed,2026-05-03 18:48:42+00:00,2026-05-04 10:47:42+00:00,15.98,6836.792,458.65,0.000778,53.2898,104.7709,113.3068,9.8251,0.000179,0.02925,-3.0801,-3.1019,0.0218,80.7778,medium,5.487,True,da=+9.83km[medium] | di=+0.0292deg
STARLINK-30921,53deg,mixed,2026-05-04 10:46:42+00:00,2026-05-04 19:55:42+00:00,9.15,6836.707,458.57,0.001453,53.2879,101.587,248.3357,9.8194,-0.000542,0.03401,-1.7817,-1.7758,-0.0059,-52.8264,medium,5.483,True,da=+9.82km[medium] | di=+0.0340deg
STARLINK-35116,53deg,mixed,2026-05-03 09:56:42+00:00,2026-05-03 18:12:42+00:00,8.27,6848.161,470.02,0.001519,53.12,350.7329,283.7549,9.8375,-7.1e-05,0.02548,-1.5772,-1.6014,0.0243,98.4195,medium,5.48,True,da=+9.84km[medium] | di=+0.0255deg
STARLINK-32045,53deg,mixed,2026-05-05 10:35:42+00:00,2026-05-05 18:39:42+00:00,8.07,6858.602,480.47,0.001509,53.2818,133.2086,18.6146,-9.8545,-0.000866,-0.02686,-1.5575,-1.5573,-0.0002,52.6315,medium,5.477,True,da=-9.85km[medium] | di=-0.0269deg
STARLINK-30313,53deg,mixed,2026-05-02 10:46:42+00:00,2026-05-02 18:52:42+00:00,8.1,6849.973,471.84,0.000846,53.0454,317.001,117.003,9.833,0.000488,0.02848,-1.5546,-1.5704,0.0158,60.2716,medium,5.475,True,da=+9.83km[medium] | di=+0.0285deg
STARLINK-32015,53deg,mixed,2026-05-05 02:33:42+00:00,2026-05-05 10:38:42+00:00,8.08,6859.446,481.31,0.001098,53.2816,134.3247,189.1246,-9.8388,0.000269,-0.02531,-1.5478,-1.5598,0.012,56.333,medium,5.467,True,da=-9.84km[medium] | di=-0.0253deg
STARLINK-34393,53deg,mixed,2026-05-02 18:04:42+00:00,2026-05-03 02:20:42+00:00,8.27,6857.964,479.83,0.000703,53.0326,289.3373,336.8425,-9.8088,-0.000185,-0.03297,-1.5726,-1.6058,0.0332,98.5741,medium,5.452,True,da=-9.81km[medium] | di=-0.0330deg
STARLINK-34393,53deg,mixed,2026-05-05 10:08:42+00:00,2026-05-05 18:12:42+00:00,8.07,6848.962,470.82,0.001453,52.995,276.9146,290.208,9.7876,-0.000594,0.03306,-1.56,-1.5665,0.0065,52.5102,medium,5.451,True,da=+9.79km[medium] | di=+0.0331deg
STARLINK-35464,53deg,mixed,2026-05-05 22:57:42+00:00,2026-05-06 01:44:42+00:00,2.78,6837.143,459.01,0.001403,53.2153,28.1536,248.6417,9.7594,7.4e-05,0.03026,-0.565,-0.541,-0.024,-78.9584,medium,5.449,True,da=+9.76km[medium] | di=+0.0303deg
STARLINK-11241,53deg,phasing,2026-05-02 19:02:42+00:00,2026-05-03 02:53:42+00:00,7.85,6733.053,354.92,0.000655,53.2824,74.4611,108.7991,9.5363,0.000856,0.0307,-1.6124,-1.6075,-0.0049,49.4995,medium,5.449,True,da=+9.54km[medium] | di=+0.0307deg
STARLINK-35035,53deg,mixed,2026-05-06 02:07:42+00:00,2026-05-06 10:11:42+00:00,8.07,6849.03,470.89,0.001454,53.0559,325.5219,290.212,9.7807,-0.000581,0.0302,-1.5599,-1.5643,0.0044,52.474,medium,5.447,True,da=+9.78km[medium] | di=+0.0302deg
STARLINK-32001,53deg,mixed,2026-05-02 10:28:42+00:00,2026-05-02 18:32:42+00:00,8.07,6858.766,480.63,0.000892,53.2573,146.7911,197.0505,-9.796,0.000573,-0.02721,-1.5562,-1.558,0.0018,52.4814,medium,5.444,True,da=-9.80km[medium] | di=-0.0272deg
STARLINK-35129,53deg,phasing,2026-05-03 10:02:42+00:00,2026-05-03 18:06:42+00:00,8.07,6858.878,480.74,0.000859,53.152,350.9592,196.3332,-9.7923,0.000571,-0.03631,-1.5633,-1.5619,-0.0013,52.5095,medium,5.442,True,da=-9.79km[medium] | di=-0.0363deg
STARLINK-32009,53deg,mixed,2026-05-05 10:39:42+00:00,2026-05-05 18:43:42+00:00,8.07,6848.82,470.68,0.001491,53.2513,133.3494,289.3297,9.7557,-0.000643,0.03327,-1.5573,-1.5573,-0.0,52.4915,medium,5.433,True,da=+9.76km[medium] | di=+0.0333deg
STARLINK-36768,SSO,mixed,2026-05-04 09:53:42+00:00,2026-05-04 21:09:42+00:00,11.27,6838.508,460.37,0.001206,97.1759,312.4082,128.3286,9.7277,-0.000282,-0.00388,0.4562,0.4566,-0.0004,69.8846,medium,5.43,True,da=+9.73km[medium]
STARLINK-37471,SSO,phasing,2026-05-04 21:24:42+00:00,2026-05-05 01:41:42+00:00,4.28,6726.809,348.67,0.000871,97.2071,330.1715,198.2982,-9.4846,0.000348,0.00092,0.1952,0.1856,0.0096,-68.6846,medium,5.427,True,da=-9.48km[medium]
STARLINK-32262,53deg,mixed,2026-05-05 02:39:42+00:00,2026-05-05 10:39:42+00:00,8.0,6721.979,343.84,0.000957,53.089,195.1583,290.0258,9.4706,0.000691,0.03702,-1.6242,-1.6551,0.0308,89.6473,medium,5.425,True,da=+9.47km[medium] | di=+0.0370deg
STARLINK-34797,53deg,mixed,2026-05-02 18:05:42+00:00,2026-05-03 02:09:42+00:00,8.07,6848.387,470.25,0.001551,52.9967,276.7955,285.521,9.728,-0.000787,0.02955,-1.5677,-1.567,-0.0008,52.5007,medium,5.419,True,da=+9.73km[medium] | di=+0.0295deg
STARLINK-34760,53deg,phasing,2026-05-03 02:07:42+00:00,2026-05-03 10:13:42+00:00,8.1,6849.799,471.66,0.000842,53.0001,274.9435,115.9308,9.7287,0.000503,0.02882,-1.5577,-1.5722,0.0145,60.316,medium,5.417,True,da=+9.73km[medium] | di=+0.0288deg
STARLINK-35131,53deg,phasing,2026-05-03 09:53:42+00:00,2026-05-03 18:08:42+00:00,8.25,6858.843,480.71,0.000852,53.1526,350.9188,196.781,-9.7248,0.000579,-0.03599,-1.6315,-1.5974,-0.0341,94.5413,medium,5.404,True,da=-9.72km[medium] | di=-0.0360deg
STARLINK-34496,53deg,phasing,2026-05-05 10:03:42+00:00,2026-05-05 18:19:42+00:00,8.27,6812.143,434.01,0.000345,53.0638,211.9849,95.3815,9.611,0.000278,0.03036,-1.6027,-1.6334,0.0307,113.3979,medium,5.396,True,da=+9.61km[medium] | di=+0.0304deg
STARLINK-34688,53deg,mixed,2026-05-03 18:06:42+00:00,2026-05-04 10:19:42+00:00,16.22,6847.644,469.51,0.001649,53.2295,38.5387,262.6564,9.6843,-0.000175,0.02623,-3.119,-3.1344,0.0154,124.1348,medium,5.395,True,da=+9.68km[medium] | di=+0.0262deg
STARLINK-35464,53deg,mixed,2026-05-04 20:58:42+00:00,2026-05-05 01:56:42+00:00,4.97,6847.025,468.89,0.001455,53.2509,33.2055,27.8684,-9.6783,-0.001177,-0.03214,-0.983,-0.9652,-0.0177,63.2566,medium,5.392,True,da=-9.68km[medium] | di=-0.0321deg | de=-0.00118
STARLINK-33946,mid-inc,mixed,2026-05-03 18:22:42+00:00,2026-05-04 10:13:42+00:00,15.85,6950.923,572.79,0.000612,69.9423,335.2649,324.5006,-9.8982,0.001403,-0.01887,-1.6589,-1.6752,0.0162,-38.6784,medium,5.392,True,da=-9.90km[medium] | de=+0.00140
STARLINK-32018,53deg,mixed,2026-05-05 10:33:42+00:00,2026-05-05 18:39:42+00:00,8.1,6857.082,478.94,0.001489,53.2771,133.1854,28.4106,-9.6863,-0.001197,-0.02586,-1.5828,-1.565,-0.0178,60.32,medium,5.385,True,da=-9.69km[medium] | di=-0.0259deg | de=-0.00120
STARLINK-32194,53deg,mixed,2026-05-05 22:23:42+00:00,2026-05-06 02:36:42+00:00,4.22,6857.471,479.33,0.001491,53.2477,30.9605,26.5203,-9.6775,0.000191,-0.03339,-0.8365,-0.8152,-0.0213,-111.5481,medium,5.38,True,da=-9.68km[medium] | di=-0.0334deg
STARLINK-34515,mid-inc,mixed,2026-05-04 20:42:42+00:00,2026-05-05 02:06:42+00:00,5.4,6956.514,578.38,0.000876,70.0356,172.2623,176.7182,-9.8844,0.000235,-0.01676,-0.5786,-0.5666,-0.0121,133.1878,medium,5.378,True,da=-9.88km[medium]
STARLINK-37162,53deg,mixed,2026-05-02 17:37:42+00:00,2026-05-03 01:42:42+00:00,8.08,6821.753,443.62,0.000645,53.3084,68.3913,207.1052,-9.5933,0.001022,-0.03115,-1.6194,-1.5892,-0.0302,70.8241,medium,5.375,True,da=-9.59km[medium] | di=-0.0312deg | de=+0.00102
STARLINK-35323,53deg,mixed,2026-05-02 09:59:42+00:00,2026-05-02 18:05:42+00:00,8.1,6847.437,469.3,0.001694,53.1289,355.2087,270.7214,9.6464,-0.001076,0.02344,-1.5923,-1.5695,-0.0228,60.1288,medium,5.374,True,da=+9.65km[medium] | di=+0.0234deg | de=-0.00108
STARLINK-34801,53deg,mixed,2026-05-04 10:05:42+00:00,2026-05-04 20:42:42+00:00,10.62,6848.278,470.14,0.001545,53.107,346.3469,284.5604,9.6395,-0.00082,0.02467,-2.0294,-2.0573,0.0279,-81.6861,medium,5.369,True,da=+9.64km[medium] | di=+0.0247deg
STARLINK-34375,53deg,mixed,2026-05-05 22:46:42+00:00,2026-05-06 02:11:42+00:00,3.42,6824.32,446.18,0.001398,53.1073,209.4503,171.9016,-9.5843,-0.000116,-0.02835,-0.6464,-0.674,0.0276,70.7013,medium,5.367,True,da=-9.58km[medium] | di=-0.0283deg
STARLINK-32001,53deg,mixed,2026-05-03 02:34:42+00:00,2026-05-03 10:38:42+00:00,8.07,6849.524,471.39,0.001387,53.2332,143.6445,294.3773,9.6342,-0.000392,0.03505,-1.5492,-1.5574,0.0082,52.502,medium,5.365,True,da=+9.63km[medium] | di=+0.0350deg
STARLINK-34518,53deg,mixed,2026-05-02 18:11:42+00:00,2026-05-03 02:15:42+00:00,8.07,6857.577,479.44,0.000706,53.0661,225.0585,205.2743,-9.6441,0.000897,-0.02483,-1.5705,-1.5658,-0.0047,52.498,medium,5.361,True,da=-9.64km[medium] | di=-0.0248deg
STARLINK-35231,53deg,mixed,2026-05-05 02:06:42+00:00,2026-05-05 10:11:42+00:00,8.08,6847.534,469.4,0.001648,53.1243,186.4169,275.9507,9.6087,-0.001033,0.03569,-1.5808,-1.5662,-0.0147,56.3262,medium,5.353,True,da=+9.61km[medium] | di=+0.0357deg | de=-0.00103
STARLINK-5526,mid-inc,phasing,2026-05-05 21:34:42+00:00,2026-05-06 03:20:42+00:00,5.77,6952.67,574.53,0.00101,69.9108,319.8241,28.7357,-9.827,0.000677,-0.01715,-0.6093,-0.6098,0.0005,-144.2177,medium,5.351,True,da=-9.83km[medium]
STARLINK-36795,SSO,mixed,2026-05-04 09:52:42+00:00,2026-05-04 21:11:42+00:00,11.32,6846.745,468.61,0.001597,97.1711,312.4188,154.5343,-9.6004,0.000547,0.00733,0.4574,0.459,-0.0016,81.2749,medium,5.349,True,da=-9.60km[medium]
STARLINK-32886,53deg,mixed,2026-05-02 18:24:42+00:00,2026-05-03 02:28:42+00:00,8.07,6857.985,479.85,0.000734,53.2957,58.0553,202.3111,-9.6197,0.000804,-0.03046,-1.5639,-1.5572,-0.0067,52.4924,medium,5.347,True,da=-9.62km[medium] | di=-0.0305deg
STARLINK-36708,SSO,phasing,2026-05-06 01:10:42+00:00,2026-05-06 09:38:42+00:00,8.47,6842.165,464.03,0.001395,97.1639,236.7629,139.5473,-9.5854,0.001426,0.00173,0.3471,0.3437,0.0034,146.0262,medium,5.346,True,da=-9.59km[medium] | de=+0.00143
STARLINK-34490,53deg,mixed,2026-05-02 18:12:42+00:00,2026-05-03 02:16:42+00:00,8.07,6859.311,481.17,0.00104,53.0723,225.0814,191.5842,-9.6113,0.000278,-0.02474,-1.5523,-1.5642,0.0119,52.5219,medium,5.341,True,da=-9.61km[medium] | di=-0.0247deg
STARLINK-31780,53deg,lowering,2026-05-03 02:39:42+00:00,2026-05-03 10:43:42+00:00,8.07,6848.113,469.98,0.001593,53.2126,28.6439,282.681,9.5838,-0.00089,0.026,-1.5667,-1.5594,-0.0072,52.4907,medium,5.338,True,da=+9.58km[medium] | di=+0.0260deg
STARLINK-34909,SSO,mixed,2026-05-05 22:44:42+00:00,2026-05-06 02:04:42+00:00,3.33,6918.156,540.02,0.0009,97.5272,357.5485,112.683,9.7272,0.000573,-0.01061,0.137,0.136,0.0011,32.4049,medium,5.336,True,da=+9.73km[medium]
STARLINK-30283,53deg,phasing,2026-05-03 18:49:42+00:00,2026-05-04 11:02:42+00:00,16.22,6850.105,471.97,0.001254,53.0352,310.8302,242.6807,9.5842,0.000134,0.02275,-3.1568,-3.1449,-0.0119,124.1112,medium,5.336,True,da=+9.58km[medium] | di=+0.0228deg
STARLINK-35036,53deg,mixed,2026-05-02 09:56:42+00:00,2026-05-02 18:02:42+00:00,8.1,6859.932,481.79,0.00126,53.1334,342.6553,180.9278,-9.5968,-2.5e-05,-0.03511,-1.5538,-1.5681,0.0143,60.1561,medium,5.332,True,da=-9.60km[medium] | di=-0.0351deg
STARLINK-35274,53deg,mixed,2026-05-04 20:56:42+00:00,2026-05-05 02:07:42+00:00,5.18,6859.648,481.51,0.001142,53.1364,344.4008,186.6771,-9.5917,0.000141,-0.0341,-1.0276,-1.0035,-0.024,110.2514,medium,5.329,True,da=-9.59km[medium] | di=-0.0341deg
STARLINK-30898,53deg,mixed,2026-05-03 02:42:42+00:00,2026-05-03 10:57:42+00:00,8.25,6835.745,457.61,0.00161,53.2831,107.9374,284.2521,9.5234,-0.000101,0.02919,-1.5712,-1.6023,0.0312,99.7511,medium,5.319,True,da=+9.52km[medium] | di=+0.0292deg
STARLINK-34830,53deg,mixed,2026-05-06 02:04:42+00:00,2026-05-06 10:08:42+00:00,8.07,6857.838,479.7,0.001487,53.086,325.3559,23.3454,-9.5661,-0.00099,-0.03042,-1.5686,-1.565,-0.0036,52.6244,medium,5.317,True,da=-9.57km[medium] | di=-0.0304deg
STARLINK-32191,53deg,phasing,2026-05-04 20:10:42+00:00,2026-05-05 02:41:42+00:00,6.52,6857.175,479.04,0.00067,53.2549,35.8634,207.3041,-9.5627,0.001008,-0.0312,-1.2711,-1.2597,-0.0114,56.5222,medium,5.316,True,da=-9.56km[medium] | di=-0.0312deg | de=+0.00101
STARLINK-32018,53deg,mixed,2026-05-06 02:33:42+00:00,2026-05-06 10:38:42+00:00,8.08,6848.476,470.34,0.000513,53.2537,130.0594,102.979,9.5406,0.00097,0.03577,-1.5638,-1.5607,-0.0031,56.4553,medium,5.314,True,da=+9.54km[medium] | di=+0.0358deg
STARLINK-37366,SSO,mixed,2026-05-06 01:43:42+00:00,2026-05-06 09:40:42+00:00,7.95,6712.736,334.6,0.000968,97.2136,331.4164,66.1349,9.2452,0.00055,-0.00029,0.3565,0.3457,0.0108,77.2884,medium,5.306,True,da=+9.25km[medium]
STARLINK-34548,mid-inc,mixed,2026-05-02 18:07:42+00:00,2026-05-03 02:23:42+00:00,8.27,6946.606,568.47,0.001105,70.0046,177.6129,309.6252,9.7295,-0.000174,0.0162,-0.8503,-0.868,0.0176,57.3787,medium,5.305,True,da=+9.73km[medium]
STARLINK-34680,53deg,phasing,2026-05-04 10:15:42+00:00,2026-05-04 20:44:42+00:00,10.48,6857.144,479.01,0.001473,53.0186,269.277,27.8781,-9.539,0.000201,-0.02677,-2.0544,-2.0376,-0.0168,-112.3112,medium,5.303,True,da=-9.54km[medium] | di=-0.0268deg
