norad_id,sat_name,propulsion_class,mass_kg,label_binary,label_mw,behavior,label_source,model_version,alt_km,inc_deg,ecc,inc_family_enc,bstar_mean,bstar_std,net_da_km,max_da_km,da_std,da_abs_mean,max_di_deg,max_draan_res_deg,neg_streak,total_drop_km,monotone_decay,n_transitions,n_flagged,flag_rate,burn_freq_per_day,n_windows_flagged,n_tle,mean_tle_gap_h,max_tle_gap_h,dv_net_ms
63431,HJS-6D,,300.0,1,1,UnknownFP,tle_annotation_v1,v1.0-tle-annotation-plan-b,475.64,54.9904,0.000473,1,0.0001627,0.00025786,17.81,2.03,0.4235,0.1945,0.0042,0.0204,0,0.0,0,96,7,0.0729,0.2333,3,97,6.91,39.21,9.909
63432,TIANPING-3A02,,200.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,609.72,43.0029,0.02317,0,0.0001925,4.268e-05,-0.472,0.049,0.0057,0.0053,0.0009,0.0108,0,0.472,0,90,0,0.0,0.0,0,91,7.37,72.59,0.255
63488,POSAT 2,,5.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,530.61,97.4865,0.000475,3,0.0006054,0.00021571,-1.788,0.066,0.0118,0.0144,0.0003,0.0015,0,1.788,0,125,0,0.0,0.0,0,126,5.46,22.23,0.983
63489,HERMES-6,,5.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,498.27,97.4053,0.000586,3,0.0002861,8.007e-05,-1.059,0.058,0.0124,0.0129,0.0005,0.0024,0,1.059,0,82,0,0.0,0.0,0,83,8.19,29.97,0.586
63492,HADES-ICM (SO-125),,0.4,1,1,UnknownFP,tle_annotation_v1,v1.0-tle-annotation-plan-b,327.37,97.3818,0.000491,3,0.0022293,0.00033508,-124.44,43.967,6.7754,2.7666,0.006,0.0155,6,124.44,1,45,15,0.3333,0.5,3,46,10.71,71.12,71.541
63523,Naxing 4B (纳星四号B星),Hybrid/Other,20.0,1,1,PhasingManeuver,tle_annotation_v1,v1.0-tle-annotation-plan-b,359.17,41.4542,0.000758,0,0.0004512,0.00011781,-0.408,6.267,0.7599,0.1849,0.0004,0.0223,1,0.408,0,70,1,0.0143,0.0333,1,71,7.59,25.99,0.233
63605,CZ-6A R/B,,6000.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,911.86,99.6763,0.010636,3,5.3e-06,0.00012529,-0.004,0.001,0.0003,0.0002,0.0002,0.0013,0,0.004,0,106,0,0.0,0.0,0,107,6.43,29.27,0.002
63630,KORSAT-3,,800.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,571.6,45.4111,0.000537,1,0.0002545,0.00012218,-0.526,0.026,0.0046,0.0048,0.0016,0.0028,0,0.526,0,113,0,0.0,0.0,0,114,6.05,24.0,0.286
63631,TOMORROW-S7,,12.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,568.58,45.3916,0.000177,1,0.000128,4.429e-05,-0.278,0.012,0.0023,0.0026,0.0017,0.0018,0,0.278,0,108,0,0.0,0.0,0,109,6.32,23.98,0.152
63724,KUIPER-00008,Electric_EP,490.0,1,1,,tle_annotation_v1,v1.0-tle-annotation-plan-b,628.04,51.8994,0.000116,1,0.0001698,0.00153923,1.46,0.852,0.1421,0.0421,0.0013,0.0051,0,0.0,0,90,3,0.0333,0.1,1,91,7.43,66.45,0.786
63725,KUIPER-00009,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.42,51.903,0.000154,1,0.0001529,0.00039139,-0.014,0.102,0.0162,0.0077,0.0013,0.0025,0,0.014,0,82,0,0.0,0.0,0,83,8.08,27.55,0.008
63726,KUIPER-00010,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.72,51.9006,4.4e-05,1,0.0002623,0.00026223,-0.172,0.054,0.0148,0.0089,0.0019,0.0031,0,0.172,0,76,0,0.0,0.0,0,77,8.83,25.93,0.092
63727,KUIPER-00011,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.48,51.9004,5.9e-05,1,0.0001382,0.00047509,0.054,0.083,0.0194,0.01,0.0016,0.0019,0,0.0,0,77,0,0.0,0.0,0,78,8.71,24.31,0.029
63728,KUIPER-00012,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.47,51.9015,4.3e-05,1,0.0001083,0.00042886,0.054,0.088,0.0286,0.0178,0.0043,0.005,0,0.0,0,83,0,0.0,0.0,0,84,8.08,25.93,0.029
63729,KUIPER-00013,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.57,51.9016,5.3e-05,1,0.0001509,0.00021217,-0.031,0.07,0.012,0.0069,0.0021,0.0024,0,0.031,0,78,0,0.0,0.0,0,79,8.54,24.31,0.017
63730,KUIPER-00014,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.68,51.9012,0.000104,1,0.0002703,0.00021749,-0.12,0.056,0.0152,0.009,0.0015,0.0014,0,0.12,0,68,0,0.0,0.0,0,69,9.34,29.17,0.065
63731,KUIPER-00015,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.52,51.9005,4.1e-05,1,0.0001853,0.00028307,0.016,0.086,0.0221,0.0105,0.0036,0.0025,0,0.0,0,75,0,0.0,0.0,0,76,8.9,40.52,0.008
63732,KUIPER-00016,Electric_EP,490.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.07,51.8999,5.6e-05,1,0.0003485,0.00108822,0.551,1.259,0.2312,0.0722,0.0031,0.0095,1,0.0,0,75,3,0.04,0.1,1,76,8.62,50.26,0.296
63733,KUIPER-00018,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.51,51.9029,0.000121,1,0.0001167,0.00023804,0.052,0.076,0.019,0.01,0.0038,0.0049,0,0.0,0,72,0,0.0,0.0,0,73,9.34,27.55,0.028
63734,KUIPER-00019,Electric_EP,490.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,640.4,51.8991,6e-05,1,0.0018371,0.00354142,-10.862,2.594,0.4443,0.155,0.0016,0.011,2,10.862,0,77,6,0.0779,0.2,1,78,8.64,48.71,5.831
63735,KUIPER-00020,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.54,51.9022,6.1e-05,1,9.48e-05,0.00015667,0.017,0.04,0.0119,0.007,0.0024,0.0026,0,0.0,0,82,0,0.0,0.0,0,83,8.12,25.93,0.009
63736,KUIPER-00021,Electric_EP,490.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,631.65,51.8997,6.7e-05,1,0.0006326,0.00185081,-2.117,1.028,0.132,0.0357,0.0028,0.0031,2,2.117,0,75,1,0.0133,0.0333,1,76,8.99,37.28,1.139
63737,KUIPER-00023,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.42,51.9002,0.000127,1,-9.54e-05,0.00105762,0.06,0.334,0.073,0.0318,0.0024,0.01,1,0.0,0,78,0,0.0,0.0,0,79,8.54,25.93,0.032
63738,KUIPER-00024,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.57,51.9032,5.5e-05,1,0.0001778,0.0001755,-0.023,0.053,0.0108,0.0065,0.0022,0.0035,0,0.023,0,77,0,0.0,0.0,0,78,8.71,34.04,0.012
63739,KUIPER-00025,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.49,51.9035,6.5e-05,1,0.0001574,0.00046081,0.051,0.226,0.0444,0.0178,0.0022,0.0029,0,0.0,0,81,0,0.0,0.0,0,82,8.2,43.76,0.028
63740,KUIPER-00027,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.55,51.9011,9.2e-05,1,0.0001194,0.00018933,-0.028,0.054,0.0134,0.0079,0.002,0.0026,0,0.028,0,77,0,0.0,0.0,0,78,8.71,35.66,0.015
63741,KUIPER-00028,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.55,51.9003,5e-05,1,0.0001324,0.00019476,-0.063,0.064,0.0112,0.0062,0.0024,0.0051,0,0.063,0,85,0,0.0,0.0,0,86,7.89,24.31,0.034
63742,KUIPER-00029,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,639.88,51.9014,0.000252,1,0.0006763,0.00213253,-1.261,0.952,0.1385,0.0342,0.0023,0.0034,2,1.261,0,67,2,0.0299,0.0667,1,68,9.19,34.11,0.677
63743,KUIPER-00030,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.27,51.9012,3.6e-05,1,0.000114,0.00075878,0.295,0.163,0.043,0.0232,0.0042,0.0051,0,0.0,0,78,0,0.0,0.0,0,79,8.6,29.17,0.159
63744,KUIPER-00031,Electric_EP,490.0,1,1,OrbitRaising,tle_annotation_v1,v1.0-tle-annotation-plan-b,616.16,51.8999,0.000121,1,-0.0019131,0.00694591,24.73,6.079,0.9137,0.3051,0.0021,0.0162,0,0.0,0,88,13,0.1477,0.4333,2,89,7.44,40.45,13.346
63745,KUIPER-00032,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,449.4,51.8665,0.000466,1,0.0003213,6.718e-05,-2.141,0.126,0.0245,0.0302,0.0016,0.0013,0,2.141,0,71,0,0.0,0.0,0,72,9.57,29.6,1.198
63746,KUIPER-00033,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.57,51.9007,5.3e-05,1,0.0002292,0.00023953,-0.042,0.046,0.0115,0.0073,0.0021,0.0056,0,0.042,0,84,0,0.0,0.0,0,85,7.95,24.31,0.022
63747,KUIPER-00034,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.57,51.9023,5.6e-05,1,0.0001239,0.00015927,-0.039,0.06,0.0167,0.0095,0.002,0.0046,0,0.039,0,80,0,0.0,0.0,0,81,8.33,24.31,0.021
63748,KUIPER-00035,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.53,51.9,6e-06,1,0.0001307,0.00027424,0.012,0.069,0.0167,0.0092,0.0031,0.0024,0,0.0,0,76,0,0.0,0.0,0,77,8.7,27.55,0.007
63749,KUIPER-00037,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,618.31,51.9003,1.1e-05,1,-0.0008898,0.00275523,10.517,1.981,0.3374,0.1535,0.0016,0.0041,1,0.0,0,80,10,0.125,0.3333,1,81,8.41,27.49,5.673
63750,KUIPER-00038,Electric_EP,490.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,629.55,51.902,6.5e-05,1,0.0001246,0.00063986,-0.0,0.281,0.0527,0.0208,0.002,0.0015,0,0.0,0,76,0,0.0,0.0,0,77,8.68,25.93,0.0
63772,BIOMASS,,1131.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,668.95,98.0746,0.000139,3,0.0001213,4.869e-05,-0.007,0.041,0.006,0.0027,0.0048,0.0038,0,0.007,0,92,0,0.0,0.0,0,93,7.29,31.09,0.004
63833,HERMES 4,,5.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,479.74,97.3932,0.000384,3,0.0005483,0.00015682,-2.519,0.117,0.028,0.0328,0.0007,0.0029,0,2.519,0,77,0,0.0,0.0,0,78,8.75,37.69,1.4
63834,HERMES-5,,5.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,483.14,97.4028,0.000323,3,0.0003452,0.00014029,-1.47,0.095,0.0201,0.0186,0.0005,0.0026,0,1.47,0,79,0,0.0,0.0,0,80,8.44,34.58,0.816
63835,HERMES-3,,5.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,469.17,97.3925,0.000356,3,0.0005782,0.00015525,-2.955,0.122,0.0299,0.0332,0.0004,0.0018,0,2.955,0,89,0,0.0,0.0,0,90,7.55,23.5,1.646
63918,YAOGAN-40 02A,,500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,851.04,85.9985,0.000176,3,4.53e-05,1.406e-05,-0.016,0.0,0.0001,0.0001,0.0004,0.0008,0,0.016,0,125,0,0.0,0.0,0,126,5.44,23.8,0.008
63919,YAOGAN-40 02B,,500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,851.04,85.998,0.00019,3,6.83e-05,1.787e-05,-0.025,0.001,0.0001,0.0002,0.0003,0.0009,0,0.025,0,125,0,0.0,0.0,0,126,5.44,23.8,0.013
63920,YAOGAN-40 02C,,500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,851.03,85.9987,0.000202,3,6.83e-05,2.629e-05,-0.016,0.005,0.0005,0.0003,0.0002,0.0008,0,0.016,0,123,0,0.0,0.0,0,124,5.54,23.8,0.008
63921,CZ-6A R/B,,0.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,803.2,85.9965,0.001304,3,0.0001071,2.336e-05,-0.05,0.002,0.0003,0.0004,0.0001,0.0009,0,0.05,0,124,0,0.0,0.0,0,125,5.48,23.57,0.026
63922,CZ-6A R/B,,6000.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,679.85,86.0221,0.006705,3,5.02e-05,1.26e-05,-0.051,0.002,0.0004,0.0004,0.0001,0.001,0,0.051,0,125,0,0.0,0.0,0,126,5.45,22.96,0.027
63982,OBJECT A,,,1,1,UnknownFP,tle_annotation_v1,v1.0-tle-annotation-plan-b,499.85,97.369,0.002574,3,0.0002563,0.00020225,6.008,1.764,0.3308,0.1164,0.0018,0.0058,0,0.0,0,66,2,0.0303,0.0667,1,67,10.36,90.06,3.325
63983,OBJECT B,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,457.09,97.3653,0.001075,3,0.0006704,0.0001954,-4.024,0.122,0.0225,0.0322,0.0003,0.0016,0,4.024,0,125,0,0.0,0.0,0,126,5.46,21.88,2.248
63984,OBJECT C,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,500.88,97.3685,0.002818,3,0.0003868,0.00010466,4.994,0.824,0.1746,0.0617,0.0015,0.0024,0,0.0,0,120,0,0.0,0.0,0,121,5.67,28.44,2.763
63985,OBJECT D,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,476.44,97.368,0.00113,3,0.0007312,0.00020267,-3.555,0.112,0.0225,0.0285,0.0003,0.0014,0,3.555,0,127,0,0.0,0.0,0,128,5.34,21.97,1.978
63986,OBJECT E,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,505.48,97.3647,0.001445,3,0.0005531,0.00015658,-0.606,1.372,0.1248,0.027,0.0003,0.0021,0,0.606,0,124,1,0.0081,0.0333,0,125,5.49,22.11,0.335
63987,OBJECT F,,,1,1,UnknownFP,tle_annotation_v1,v1.0-tle-annotation-plan-b,502.54,97.3654,0.001227,3,0.0005797,0.00016545,3.27,1.489,0.223,0.06,0.0011,0.0014,0,0.0,0,122,2,0.0164,0.0667,1,123,5.58,20.54,1.808
63988,OBJECT G,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,487.12,97.3712,0.001455,3,0.0001752,4.47e-05,-0.758,0.025,0.0043,0.0061,0.0007,0.0015,0,0.758,0,126,0,0.0,0.0,0,127,5.42,22.03,0.421
63989,OBJECT H,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,466.54,97.3699,0.001066,3,0.0007823,0.000218,-4.211,0.134,0.0241,0.0341,0.0003,0.0014,0,4.211,0,124,0,0.0,0.0,0,125,5.51,21.92,2.348
63990,OBJECT J,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,477.19,97.3641,0.001113,3,0.0007234,0.0002081,-3.496,0.108,0.021,0.028,0.0003,0.0016,0,3.496,0,125,0,0.0,0.0,0,126,5.45,21.97,1.945
63991,OBJECT K,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,502.53,97.3652,0.001324,3,0.0006144,0.000173,3.3,2.863,0.3124,0.0668,0.001,0.0057,0,0.0,0,100,1,0.01,0.0333,1,101,6.82,69.52,1.825
63992,OBJECT L,,,1,1,UnknownFP,tle_annotation_v1,v1.0-tle-annotation-plan-b,503.51,97.3684,0.001301,3,0.0005762,0.00017193,2.333,2.791,0.288,0.0557,0.0006,0.0062,0,0.0,0,104,1,0.0096,0.0333,1,105,6.55,80.59,1.29
63993,OBJECT M,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,467.37,97.3673,0.001149,3,0.0007653,0.0002204,-4.153,0.129,0.0255,0.0344,0.0004,0.0015,0,4.153,0,121,0,0.0,0.0,0,122,5.59,21.92,2.315
64048,OBJECT A,,50.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,508.32,97.4119,0.000173,3,6.58e-05,2.148e-05,0.001,0.048,0.0092,0.0035,0.0004,0.0023,0,0.0,0,108,0,0.0,0.0,0,109,6.31,42.68,0.001
64049,OBJECT B,,50.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,506.77,97.3813,0.000227,3,0.0001403,4.357e-05,-0.319,0.176,0.0167,0.0056,0.0004,0.0019,0,0.319,0,121,0,0.0,0.0,0,122,5.64,33.18,0.176
64050,OBJECT C,,50.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,506.78,97.3768,0.000249,3,0.0001408,4.347e-05,-0.324,0.127,0.0145,0.0061,0.0006,0.0041,0,0.324,0,106,0,0.0,0.0,0,107,6.38,77.43,0.179
64051,OBJECT D,,300.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,511.71,97.3843,0.000282,3,0.0001732,4.829e-05,-0.594,0.019,0.0036,0.0048,0.0003,0.0013,0,0.594,0,126,0,0.0,0.0,0,127,5.41,20.56,0.328
64052,OBJECT E,,50.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,496.87,97.3765,0.000217,3,0.0003824,0.00010396,-1.509,0.05,0.0089,0.0121,0.0002,0.0014,0,1.509,0,125,0,0.0,0.0,0,126,5.46,20.5,0.836
64053,OBJECT F,,50.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,509.82,97.3823,0.000256,3,0.0001581,4.316e-05,-0.555,0.019,0.0033,0.0045,0.0005,0.0014,0,0.555,0,123,0,0.0,0.0,0,124,5.55,20.56,0.306
64055,QPS-SAR-10 WADATSUMI-I,,120.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,562.69,42.0029,0.001161,0,0.0002917,6.51e-05,-0.692,0.077,0.0082,0.0065,0.0003,0.008,0,0.692,0,108,0,0.0,0.0,0,109,6.31,46.3,0.378
64058,TIANQI 16,,40.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,896.78,44.9835,0.001158,0,8.56e-05,6.248e-05,-0.021,0.001,0.0002,0.0002,0.0002,0.0019,0,0.021,0,115,0,0.0,0.0,0,116,5.9,22.28,0.011
64059,TIANQI 17,,40.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,896.77,44.9796,0.001091,0,9.59e-05,5.876e-05,-0.024,0.002,0.0002,0.0002,0.0001,0.002,0,0.024,0,109,0,0.0,0.0,0,110,6.19,23.99,0.012
64060,TIANQI 18,,40.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,896.84,44.9843,0.00112,0,9.36e-05,5.845e-05,-0.023,0.001,0.0002,0.0002,0.0001,0.0019,0,0.023,0,110,0,0.0,0.0,0,111,6.11,23.99,0.012
64061,TIANQI 20,,40.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,896.83,44.9849,0.001047,0,9.38e-05,5.966e-05,-0.023,0.001,0.0002,0.0002,0.0001,0.0019,0,0.023,0,112,0,0.0,0.0,0,113,6.06,23.99,0.012
64087,OBJECT A,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,518.71,97.478,0.000439,3,0.0002431,6.983e-05,-0.779,0.025,0.0047,0.0064,0.0002,0.0014,0,0.779,0,124,0,0.0,0.0,0,125,5.51,22.18,0.429
64088,OBJECT B,,350.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,512.67,97.474,0.000865,3,0.000375,0.00010684,-1.277,0.04,0.0075,0.0102,0.0002,0.0015,0,1.277,0,127,0,0.0,0.0,0,128,5.37,22.15,0.704
64089,OBJECT C,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,527.6,97.4702,0.000932,3,0.0002479,7.288e-05,-0.746,0.026,0.0045,0.0061,0.0004,0.0013,0,0.746,0,125,0,0.0,0.0,0,126,5.47,22.22,0.41
64090,OBJECT D,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,510.83,97.4703,0.001301,3,0.0002379,6.497e-05,-0.819,0.024,0.0047,0.0066,0.0002,0.0014,0,0.819,0,124,0,0.0,0.0,0,125,5.5,20.56,0.452
64091,OBJECT E,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,496.19,97.4686,0.001324,3,0.0005169,0.00014151,-2.101,0.073,0.0126,0.0171,0.0002,0.0014,0,2.101,0,123,0,0.0,0.0,0,124,5.59,22.07,1.164
64092,OBJECT F,,,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,488.14,97.4708,0.001297,3,0.0006731,0.00019,-2.932,0.097,0.0174,0.0233,0.0002,0.0015,0,2.932,0,126,0,0.0,0.0,0,127,5.42,20.45,1.627
64093,ZK-1A R/B,,500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,406.56,97.4284,0.007207,3,0.0004572,8.741e-05,-5.454,0.176,0.0318,0.0451,0.0003,0.0018,0,5.454,0,121,0,0.0,0.0,0,122,5.62,23.18,3.081
64095,COSMOS 2588,,500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,480.95,72.9708,0.001236,2,0.0002766,7.627e-05,-1.305,0.093,0.0176,0.0483,0.0004,0.0036,0,1.305,0,27,0,0.0,0.0,0,28,24.9,48.7,0.725
64199,SJ-26,,1500.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,496.24,97.4565,0.002012,3,0.0002024,4.934e-05,-0.829,0.043,0.0085,0.0101,0.0002,0.0018,0,0.829,0,83,0,0.0,0.0,0,84,8.11,25.22,0.459
64230,ELECTRON KICK STAGE R/B,,40.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,393.88,58.9822,0.000973,2,0.0006625,0.00014529,-8.48,0.298,0.0845,0.1034,0.0008,0.0009,0,8.48,0,82,0,0.0,0.0,0,83,8.28,24.62,4.803
