norad_id,sat_name,propulsion_class,mass_kg,label_binary,label_mw,behavior,label_source,model_version,alt_km,inc_deg,ecc,inc_family_enc,bstar_mean,bstar_std,net_da_km,max_da_km,da_std,da_abs_mean,max_di_deg,max_draan_res_deg,neg_streak,total_drop_km,monotone_decay,n_transitions,n_flagged,flag_rate,burn_freq_per_day,n_windows_flagged,n_tle,mean_tle_gap_h,max_tle_gap_h,dv_net_ms
53835,STARLINK-4783,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2189,0.000155,1,1.76e-05,0.00032594,-0.034,0.378,0.0695,0.0308,0.0123,0.0059,1,0.034,0,85,0,0.0,0.0,0,86,8.02,47.69,0.018
53836,STARLINK-4778,Electric_EP,260.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,524.81,53.2189,0.000148,1,0.0041142,0.00607739,-53.292,2.261,0.4851,0.4877,0.004,0.0041,17,53.292,1,114,13,0.114,0.4333,4,115,6.02,24.0,29.333
53837,STARLINK-4776,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2186,0.000187,1,5.28e-05,0.00014366,-0.001,0.22,0.0346,0.0141,0.0062,0.0042,0,0.001,0,84,0,0.0,0.0,0,85,8.14,65.18,0.001
53838,STARLINK-4773,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2204,0.000154,1,2.21e-05,0.000191,0.015,0.173,0.0404,0.0214,0.0043,0.0034,0,0.0,0,79,0,0.0,0.0,0,80,8.63,63.59,0.008
53839,STARLINK-4784,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.72,53.2174,0.000149,1,7.14e-05,0.00010172,0.031,0.05,0.0142,0.0097,0.0029,0.0029,0,0.0,0,76,0,0.0,0.0,0,77,8.97,57.23,0.017
53840,STARLINK-4766,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2189,0.000161,1,8e-06,5.891e-05,0.022,0.12,0.0214,0.0103,0.0036,0.0042,0,0.0,0,91,0,0.0,0.0,0,92,7.46,44.51,0.012
53841,STARLINK-4750,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.71,53.2188,0.000136,1,6.3e-06,0.00016089,0.036,0.202,0.0387,0.0215,0.0046,0.0079,0,0.0,0,77,0,0.0,0.0,0,78,8.77,47.69,0.02
53842,STARLINK-4754,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2179,0.000147,1,-1.2e-06,0.00021815,0.001,0.458,0.0719,0.0209,0.0034,0.002,1,0.0,0,83,0,0.0,0.0,0,84,8.18,30.21,0.0
53843,STARLINK-4769,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2183,0.000152,1,4.43e-05,0.00011625,0.011,0.08,0.0286,0.018,0.0082,0.008,0,0.0,0,90,0,0.0,0.0,0,91,7.54,23.85,0.006
53844,STARLINK-4745,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.218,0.00014,1,1.6e-05,9.975e-05,0.001,0.077,0.0222,0.0134,0.0037,0.0028,0,0.0,0,81,0,0.0,0.0,0,82,8.16,22.26,0.001
53845,STARLINK-4753,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.218,0.000149,1,6.08e-05,8.452e-05,0.0,0.122,0.0216,0.0105,0.0034,0.002,0,0.0,0,84,0,0.0,0.0,0,85,8.08,33.39,0.0
53846,STARLINK-4746,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2169,0.000149,1,3.06e-05,8.482e-05,0.004,0.104,0.0274,0.0155,0.0032,0.0063,0,0.0,0,84,0,0.0,0.0,0,85,8.08,23.85,0.002
53847,STARLINK-4777,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2186,0.00016,1,-6e-07,0.00017786,-0.01,0.269,0.0595,0.0264,0.0036,0.0053,0,0.01,0,75,0,0.0,0.0,0,76,8.88,23.85,0.005
53848,STARLINK-4780,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2184,0.000145,1,4.01e-05,9.083e-05,-0.009,0.1,0.0222,0.0122,0.0066,0.0031,0,0.009,0,84,0,0.0,0.0,0,85,8.12,31.8,0.005
53849,STARLINK-4770,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2183,0.00015,1,1.29e-05,5.737e-05,0.026,0.039,0.0146,0.0101,0.0059,0.0028,0,0.0,0,74,0,0.0,0.0,0,75,8.98,31.8,0.014
53850,STARLINK-4767,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2186,0.00015,1,2.17e-05,6.749e-05,0.006,0.089,0.0189,0.0103,0.0044,0.0069,0,0.0,0,74,0,0.0,0.0,0,75,9.22,42.92,0.003
53851,STARLINK-4755,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2181,0.000127,1,1.87e-05,0.00022493,0.013,0.411,0.0667,0.0237,0.006,0.0039,1,0.0,0,74,0,0.0,0.0,0,75,9.22,31.8,0.007
53852,STARLINK-4797,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2182,0.000147,1,2.26e-05,0.00013691,0.027,0.146,0.0327,0.0154,0.0045,0.004,0,0.0,0,80,0,0.0,0.0,0,81,8.49,38.15,0.015
53853,STARLINK-4794,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2172,0.000115,1,4.04e-05,6.28e-05,0.03,0.089,0.0199,0.0123,0.01,0.0044,0,0.0,0,70,0,0.0,0.0,0,71,9.72,31.8,0.016
53854,STARLINK-4800,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2181,0.000144,1,1.83e-05,0.00012108,0.009,0.186,0.0354,0.0165,0.0045,0.0024,0,0.0,0,77,0,0.0,0.0,0,78,8.84,31.8,0.005
53855,STARLINK-4703,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.68,53.2181,0.000146,1,1.55e-05,9.826e-05,0.071,0.144,0.0319,0.0161,0.0056,0.005,0,0.0,0,78,0,0.0,0.0,0,79,8.72,52.46,0.039
53856,STARLINK-4795,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,473.28,53.2183,0.000127,1,0.0103403,0.00639279,-75.962,1.99,0.5057,0.6836,0.0178,0.0025,22,75.962,1,123,22,0.1789,0.7333,4,124,5.54,24.0,42.283
53857,STARLINK-4809,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2192,0.000166,1,3.26e-05,7.892e-05,0.063,0.098,0.0226,0.0128,0.0042,0.0032,0,0.0,0,81,0,0.0,0.0,0,82,8.42,57.23,0.035
53858,STARLINK-4798,Electric_EP,260.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,420.17,53.218,0.000148,1,0.0060079,0.0028689,-69.997,2.092,0.4048,0.577,0.0215,0.0029,28,69.997,1,123,9,0.0732,0.3,3,124,5.54,24.0,39.42
53859,STARLINK-4790,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.67,53.2167,0.000155,1,4.15e-05,0.00014376,0.064,0.157,0.0325,0.017,0.007,0.0044,0,0.0,0,82,0,0.0,0.0,0,83,8.3,33.38,0.035
53860,STARLINK-4799,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.8,53.2192,0.000189,1,2.49e-05,0.0001285,-0.102,0.188,0.0389,0.02,0.0056,0.004,0,0.102,0,75,0,0.0,0.0,0,76,9.07,39.74,0.056
53861,STARLINK-4781,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2188,0.000171,1,1.74e-05,5.212e-05,0.018,0.08,0.0177,0.0113,0.0034,0.0074,0,0.0,0,78,0,0.0,0.0,0,79,8.72,57.23,0.01
53863,STARLINK-4788,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2193,0.000158,1,4.73e-05,0.00024362,0.028,0.248,0.0557,0.0233,0.0071,0.0048,0,0.0,0,77,0,0.0,0.0,0,78,8.73,41.33,0.016
53864,STARLINK-4779,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.218,0.000146,1,2.47e-05,5.618e-05,0.088,0.095,0.0186,0.01,0.0034,0.0053,0,0.0,0,68,0,0.0,0.0,0,69,10.05,31.8,0.048
53866,STARLINK-4762,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.72,53.2206,0.000186,1,3.61e-05,5.203e-05,0.035,0.048,0.0139,0.0083,0.0041,0.002,0,0.0,0,89,0,0.0,0.0,0,90,7.57,33.38,0.019
53867,STARLINK-4793,Electric_EP,260.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,494.91,53.2242,0.000191,1,-0.0023602,0.00993412,-19.255,3.861,0.5972,0.4235,0.0114,0.0045,11,19.255,1,120,11,0.0917,0.3667,4,121,5.68,28.11,10.668
53868,STARLINK-4789,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2188,0.000167,1,2.18e-05,6.49e-05,0.007,0.083,0.0187,0.01,0.0094,0.0023,0,0.0,0,88,0,0.0,0.0,0,89,7.77,38.15,0.004
53869,STARLINK-4810,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2197,0.000144,1,2.96e-05,4.703e-05,0.028,0.074,0.0145,0.008,0.0046,0.003,0,0.0,0,88,0,0.0,0.0,0,89,7.66,54.05,0.015
53870,STARLINK-4732,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2178,0.000136,1,3.87e-05,0.00014896,0.027,0.14,0.0429,0.0234,0.0063,0.0052,0,0.0,0,85,0,0.0,0.0,0,86,8.04,38.15,0.015
53871,STARLINK-4740,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2196,0.000141,1,1.41e-05,0.00011799,0.042,0.177,0.0433,0.0219,0.0052,0.0056,0,0.0,0,73,0,0.0,0.0,0,74,9.34,34.98,0.023
53886,STARLINK-5028,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2171,0.000133,1,6.02e-05,0.00017405,-0.008,0.276,0.0531,0.0246,0.006,0.0061,0,0.008,0,84,0,0.0,0.0,0,85,7.95,30.21,0.005
53887,STARLINK-5029,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2174,0.000145,1,4.65e-05,0.00015908,0.014,0.26,0.0463,0.0193,0.0037,0.0046,0,0.0,0,87,0,0.0,0.0,0,88,7.82,23.85,0.008
53888,STARLINK-5034,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,374.63,53.2169,0.000137,1,0.0026098,0.00088452,-62.698,2.45,0.369,0.5056,0.0006,0.0028,28,62.698,1,124,1,0.0081,0.0333,1,125,5.5,24.0,35.667
53889,STARLINK-5031,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2173,0.000165,1,3.65e-05,0.00023855,-0.006,0.326,0.0561,0.0199,0.0034,0.0071,1,0.006,0,93,0,0.0,0.0,0,94,7.32,25.44,0.003
53890,STARLINK-5050,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2184,0.000163,1,5.34e-05,0.00010242,0.024,0.164,0.032,0.0178,0.0034,0.0084,0,0.0,0,83,0,0.0,0.0,0,84,8.2,39.74,0.013
53891,STARLINK-5041,Electric_EP,260.0,1,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,498.42,53.2227,0.000166,1,0.0025717,0.00152975,-42.082,1.232,0.2484,0.3443,0.008,0.0025,15,42.082,1,123,4,0.0325,0.1333,3,124,5.54,18.0,23.296
53892,STARLINK-5046,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2162,0.000124,1,6.48e-05,0.00012947,-0.005,0.198,0.0411,0.0199,0.0129,0.0082,0,0.005,0,81,0,0.0,0.0,0,82,8.4,50.87,0.003
53893,STARLINK-5052,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.79,53.2167,0.00015,1,6.53e-05,0.00010956,-0.034,0.08,0.0186,0.0118,0.0027,0.0057,0,0.034,0,95,0,0.0,0.0,0,96,7.16,23.85,0.019
53894,STARLINK-5043,Electric_EP,260.0,0,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,529.17,53.2179,0.000195,1,0.0036856,0.00492878,-56.199,2.561,0.4538,0.4578,0.0106,0.0032,17,56.199,1,124,13,0.1048,0.4333,4,125,5.5,24.0,30.903
53895,STARLINK-5032,Electric_EP,260.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,422.72,53.2171,0.000108,1,0.0060256,0.00330499,-66.511,2.844,0.4107,0.5364,0.0202,0.004,12,66.511,1,124,7,0.0565,0.2333,3,125,5.5,24.0,37.436
53896,STARLINK-5037,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2179,0.000134,1,2.4e-05,0.00017176,0.007,0.203,0.049,0.0199,0.0082,0.0054,0,0.0,0,77,0,0.0,0.0,0,78,8.84,23.85,0.004
53897,STARLINK-5035,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,477.32,53.2172,0.000174,1,0.0065654,0.00472041,-70.156,2.368,0.5164,0.6133,0.0144,0.0028,28,70.156,1,124,15,0.121,0.5,4,125,5.5,24.0,39.016
53898,STARLINK-5044,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2172,0.000128,1,3.37e-05,7.55e-05,0.023,0.104,0.0214,0.0101,0.0043,0.0045,0,0.0,0,93,0,0.0,0.0,0,94,7.32,30.21,0.013
53899,STARLINK-5042,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,421.77,53.2173,0.000113,1,0.0066376,0.00386316,-75.135,3.344,0.4973,0.6148,0.0013,0.0052,23,75.135,1,124,6,0.0484,0.2,3,125,5.5,24.0,42.299
53900,STARLINK-5045,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2178,0.000141,1,2.68e-05,4.082e-05,0.016,0.044,0.0127,0.0085,0.0056,0.003,0,0.0,0,90,0,0.0,0.0,0,91,7.56,23.85,0.009
53902,STARLINK-5021,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2187,0.000161,1,2.24e-05,6.45e-05,-0.009,0.107,0.0215,0.0118,0.0066,0.0063,0,0.009,0,81,0,0.0,0.0,0,82,8.22,23.85,0.005
53903,STARLINK-5022,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2166,0.00015,1,9.79e-05,0.00022312,0.039,0.186,0.0371,0.0189,0.0039,0.0027,0,0.0,0,83,0,0.0,0.0,0,84,8.01,23.85,0.022
53904,STARLINK-4787,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2168,0.000136,1,2.21e-05,0.00013749,0.029,0.238,0.0457,0.023,0.004,0.0057,0,0.0,0,76,0,0.0,0.0,0,77,8.95,31.8,0.016
53905,STARLINK-5003,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.8,53.2173,2.2e-05,1,6.76e-05,0.00010759,-0.028,0.068,0.0176,0.0103,0.0048,0.0043,0,0.028,0,98,0,0.0,0.0,0,99,6.94,36.56,0.016
53906,STARLINK-5054,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2171,0.000144,1,4.07e-05,8.758e-05,0.008,0.129,0.0269,0.0144,0.0056,0.0041,0,0.0,0,75,0,0.0,0.0,0,76,8.82,30.21,0.004
53908,STARLINK-5057,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2181,0.000185,1,4.13e-05,6.024e-05,-0.032,0.101,0.0186,0.0093,0.0031,0.0071,0,0.032,0,85,0,0.0,0.0,0,86,7.99,60.41,0.017
53909,STARLINK-4796,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2184,0.000137,1,2.83e-05,7.601e-05,-0.018,0.164,0.0276,0.0114,0.0042,0.0034,0,0.018,0,80,0,0.0,0.0,0,81,8.27,30.21,0.01
53911,STARLINK-5048,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2177,0.000146,1,3.15e-05,0.00012018,0.012,0.117,0.0255,0.0136,0.0053,0.0026,0,0.0,0,84,0,0.0,0.0,0,85,8.08,25.44,0.007
53912,STARLINK-5059,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2173,0.000133,1,2.9e-05,4.933e-05,0.011,0.093,0.015,0.0072,0.0041,0.0033,0,0.0,0,89,0,0.0,0.0,0,90,7.65,41.33,0.006
53913,STARLINK-5053,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.78,53.2174,0.00014,1,1.82e-05,0.00010018,-0.026,0.159,0.0298,0.0132,0.0049,0.0024,0,0.026,0,85,0,0.0,0.0,0,86,7.99,23.85,0.015
53914,STARLINK-5040,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2164,0.000135,1,2.14e-05,5.839e-05,0.012,0.088,0.0166,0.0082,0.0053,0.0035,0,0.0,0,92,0,0.0,0.0,0,93,7.38,30.21,0.006
53915,STARLINK-5017,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,386.19,53.218,0.000116,1,0.0044983,0.00238054,-108.884,3.73,0.557,0.8781,0.0008,0.0042,54,108.884,1,124,5,0.0403,0.1667,3,125,5.5,24.0,61.783
53916,STARLINK-5051,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2187,0.000148,1,3.57e-05,9.502e-05,0.005,0.153,0.0243,0.0092,0.0042,0.0035,0,0.0,0,80,0,0.0,0.0,0,81,8.49,63.59,0.003
53917,STARLINK-5036,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,479.13,53.2183,0.00019,1,0.0058729,0.00542473,-60.257,2.371,0.4715,0.5199,0.0142,0.0029,20,60.257,1,123,13,0.1057,0.4333,4,124,5.54,24.0,33.498
53918,STARLINK-5012,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2174,0.000154,1,4.16e-05,0.00014586,0.024,0.176,0.0327,0.015,0.0032,0.0089,0,0.0,0,88,0,0.0,0.0,0,89,7.71,23.85,0.013
53919,STARLINK-5023,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,521.48,53.2201,0.000136,1,3.42e-05,7.214e-05,-0.002,0.098,0.0205,0.013,0.0033,0.0051,0,0.002,0,83,0,0.0,0.0,0,84,8.2,23.75,0.001
53920,STARLINK-5025,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2172,0.000134,1,2.77e-05,6.002e-05,0.011,0.061,0.018,0.011,0.0049,0.003,0,0.0,0,77,0,0.0,0.0,0,78,8.63,30.21,0.006
53922,STARLINK-5002,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2171,0.000142,1,2.84e-05,0.00010331,0.013,0.087,0.0226,0.0131,0.0111,0.0041,0,0.0,0,90,0,0.0,0.0,0,91,7.4,23.85,0.007
53923,STARLINK-5004,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2174,0.000158,1,5.43e-05,7.645e-05,0.011,0.061,0.0162,0.0092,0.0041,0.0041,0,0.0,0,81,0,0.0,0.0,0,82,8.4,41.33,0.006
53924,STARLINK-5001,Electric_EP,260.0,0,0,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,521.27,53.22,0.00047,1,0.0030903,0.00435138,-41.794,2.58,0.4507,0.3889,0.0057,0.0076,6,41.794,1,113,10,0.0885,0.3333,3,114,6.05,24.0,23.022
53925,STARLINK-5011,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2179,0.000145,1,3.66e-05,7.433e-05,-0.032,0.065,0.0155,0.0096,0.003,0.0023,0,0.032,0,81,0,0.0,0.0,0,82,8.4,49.28,0.017
53926,STARLINK-5014,Electric_EP,260.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,484.46,53.2181,0.000155,1,0.0063554,0.01054964,-70.745,3.879,0.6948,0.7067,0.017,0.0036,28,70.745,1,122,24,0.1967,0.8,4,123,5.59,24.0,39.283
53928,STARLINK-5009,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2191,0.000165,1,4.22e-05,0.00015712,0.018,0.223,0.0439,0.0184,0.0032,0.0044,0,0.0,0,90,0,0.0,0.0,0,91,7.54,30.21,0.01
53929,STARLINK-5018,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.84,53.2177,0.000142,1,1.36e-05,9.901e-05,-0.105,0.075,0.0204,0.0125,0.0046,0.0029,0,0.105,0,76,0,0.0,0.0,0,77,8.95,41.33,0.058
53930,STARLINK-5010,Electric_EP,260.0,0,1,OrbitLowering,tle_annotation_v1,v1.0-tle-annotation-plan-b,426.89,53.2186,0.000112,1,0.0045821,0.00260104,-53.927,2.513,0.4471,0.4366,0.0169,0.0037,10,53.927,1,124,5,0.0403,0.1667,3,125,5.5,24.0,30.325
53932,STARLINK-4772,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2184,0.000162,1,1.01e-05,5.584e-05,-0.049,0.132,0.0227,0.0123,0.0036,0.0024,0,0.049,0,77,0,0.0,0.0,0,78,8.82,30.21,0.027
53933,STARLINK-4782,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2188,0.000149,1,3.66e-05,0.0001473,-0.017,0.359,0.0601,0.0196,0.0046,0.0032,1,0.017,0,77,0,0.0,0.0,0,78,8.82,54.05,0.009
53934,STARLINK-4775,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.78,53.2186,0.000189,1,3.62e-05,9.91e-05,-0.038,0.114,0.0256,0.0142,0.0153,0.005,0,0.038,0,81,0,0.0,0.0,0,82,8.42,42.92,0.021
53935,STARLINK-5000,Electric_EP,260.0,1,1,DragMakeup,tle_annotation_v1,v1.0-tle-annotation-plan-b,414.68,53.2182,0.000122,1,0.0047426,0.00246536,-61.084,2.213,0.3997,0.4946,0.0205,0.0033,18,61.084,1,124,6,0.0484,0.2,3,125,5.5,24.0,34.442
53936,STARLINK-4791,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2193,0.000157,1,6.34e-05,0.00010805,0.009,0.094,0.0241,0.0133,0.0043,0.0059,0,0.0,0,83,0,0.0,0.0,0,84,8.18,63.59,0.005
53964,STARLINK-4633,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.76,53.2184,0.000143,1,5.5e-06,6.239e-05,-0.017,0.063,0.0143,0.0084,0.0052,0.0041,0,0.017,0,87,0,0.0,0.0,0,88,7.82,30.21,0.009
53966,STARLINK-4635,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.7,53.2187,0.000155,1,4.57e-05,9.017e-05,0.045,0.057,0.0145,0.0088,0.0058,0.0042,0,0.0,0,72,0,0.0,0.0,0,73,9.49,34.97,0.025
53967,STARLINK-4634,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.72,53.2181,0.000142,1,5.72e-05,0.00021422,0.012,0.324,0.0522,0.0173,0.0046,0.0045,0,0.0,0,77,0,0.0,0.0,0,78,8.9,46.1,0.007
53968,STARLINK-4629,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.62,53.219,0.000165,1,1.46e-05,0.00018252,0.144,0.228,0.053,0.029,0.0077,0.0054,0,0.0,0,71,0,0.0,0.0,0,72,9.38,47.69,0.079
53969,STARLINK-4468,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.73,53.2191,0.000148,1,3.63e-05,7.606e-05,-0.008,0.055,0.0166,0.0102,0.0051,0.0064,0,0.008,0,73,0,0.0,0.0,0,74,9.28,47.69,0.004
53970,STARLINK-4567,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.219,0.000142,1,1.27e-05,0.00019273,-0.001,0.274,0.0481,0.0211,0.0046,0.0039,0,0.001,0,70,0,0.0,0.0,0,71,9.79,30.21,0.001
53973,STARLINK-5156,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2186,0.00014,1,3.39e-05,9.162e-05,0.014,0.137,0.0303,0.015,0.0072,0.0085,0,0.0,0,75,0,0.0,0.0,0,76,8.99,31.8,0.008
53974,STARLINK-5159,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.74,53.2176,0.000151,1,3.27e-05,7.856e-05,0.012,0.044,0.0127,0.0081,0.0035,0.0042,0,0.0,0,77,0,0.0,0.0,0,78,8.63,33.39,0.007
53975,STARLINK-5137,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.77,53.2181,0.000146,1,2.06e-05,0.00013084,-0.034,0.459,0.0722,0.0189,0.0048,0.0031,1,0.034,0,82,0,0.0,0.0,0,83,8.3,30.21,0.019
53976,STARLINK-5134,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.79,53.2181,0.000162,1,8.06e-05,0.00011594,-0.03,0.134,0.0266,0.0136,0.0058,0.0066,0,0.03,0,78,0,0.0,0.0,0,79,8.72,33.38,0.016
53977,STARLINK-5094,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.2189,0.000141,1,3.22e-05,6.825e-05,0.002,0.112,0.0197,0.0108,0.004,0.0038,0,0.0,0,80,0,0.0,0.0,0,81,8.53,57.23,0.001
53978,STARLINK-5148,Electric_EP,260.0,0,0,,tle_annotation_v1,v1.0-tle-annotation-plan-b,539.75,53.219,0.00012,1,6e-07,7.441e-05,-0.018,0.046,0.0142,0.0085,0.0035,0.0037,0,0.018,0,75,0,0.0,0.0,0,76,9.11,27.03,0.01
