sat,win_start_tai,n_burns,clean,da_obs_m,di_obs_mdeg,dv_along_truth,dv_along_rec,dv_cross_truth,dv_cross_rec,dv_mag_truth
CryoSat-2,2020-07-27T23:10:00,2,0,225.71847158724268,-0.2999999999957481,0.059966,0.11916745051403373,0.000598,-0.03923901182908281,0.059973
CryoSat-2,2020-07-28T02:28:00,2,0,225.726618180488,-0.2999999999957481,0.059646000000000005,0.11917458248382637,0.000598,-0.03923932254223016,0.059653
CryoSat-2,2020-07-30T23:20:00,1,0,74.50097294986335,-0.25000000000829914,0.039222,0.039331029160538884,0.000391,-0.03269874532462484,0.039226
CryoSat-2,2020-09-09T08:35:00,1,1,10.697584550143802,-0.5000000000023874,0.006536,0.005647549547331342,6.5e-05,-0.06539753863278283,0.006537
CryoSat-2,2020-10-22T06:16:00,1,1,8.823661632050062,-0.4500000000007276,0.005711,0.004658249549479735,5.8e-05,-0.05885776593250776,0.005712
CryoSat-2,2020-11-25T18:45:00,1,1,15.183509761300229,0.0,0.009084,0.008015801344845828,9.3e-05,0.0,0.009085
CryoSat-2,2020-12-03T09:40:00,2,1,1.7354020164930262,0.0,0.0014549999999999997,0.0009161663542518547,0.00012,0.0,0.022334
CryoSat-2,2021-01-26T23:06:00,1,1,20.347329580545193,0.2999999999957481,0.011471,0.010741930283924487,0.000116,0.0392385408761,0.011473
CryoSat-2,2021-03-23T19:47:00,1,1,18.96063914318802,-0.10000000000331966,0.010927,0.010009856891318928,0.00011,-0.013079513484856259,0.010929
CryoSat-2,2021-05-20T08:03:00,1,1,12.63170705169614,-0.4500000000007276,0.007026,0.006668635520472282,7e-05,-0.05885781251102761,0.007027
CryoSat-2,2021-06-17T15:25:00,1,1,11.549741049748263,-0.2000000000066393,0.006374,0.006097448257135634,6.5e-05,-0.02615904665931542,0.006374
CryoSat-2,2021-07-29T02:32:00,1,1,16.495172980285133,0.2000000000066393,0.009293,0.008708272808216325,9.5e-05,0.026159032110590286,0.009294
CryoSat-2,2021-09-16T01:47:00,1,1,30.40930181850854,0.5500000000040473,0.016984,0.01605390164742115,0.000168,0.07193728293370703,0.016986
CryoSat-2,2021-10-13T23:17:00,1,1,25.291249177826103,0.49999999998817657,0.013752,0.013351906097242957,0.000138,0.06539747171260328,0.013753
CryoSat-2,2021-11-25T21:07:00,1,1,17.39312429435813,0.0,0.01042,0.009182322987381728,0.000105,0.0,0.010421
CryoSat-2,2021-12-22T12:40:00,1,1,15.374227509710181,-0.2000000000066393,0.00975,0.008116475991723866,9.9e-05,-0.026159013099631156,0.009751
CryoSat-2,2022-01-21T03:35:00,1,1,17.337762075840146,-0.39999999999906777,0.009666,0.009153067243772593,9.8e-05,-0.052318002474922944,0.009667
CryoSat-2,2022-02-22T17:28:00,1,1,21.919858641922474,0.0,0.012868,0.011572087432388961,0.000131,0.0,0.012869
CryoSat-2,2022-03-22T16:24:00,1,1,26.396044205284852,0.2999999999957481,0.016176,0.01393515742489505,0.000162,0.039238484334171014,0.016178
CryoSat-2,2022-04-13T15:52:00,1,1,30.613162898589508,0.3500000000116188,0.01862,0.016161567760524853,0.000187,0.0457783108757022,0.018623
CryoSat-2,2022-04-28T11:18:00,2,1,-5.559796743909828,0.34999999999740794,0.0005409999999999998,-0.0029351720120047633,0.0002,0.045778288309036214,0.042369000000000004
CryoSat-2,2022-05-05T14:55:00,1,1,41.82578296149586,0.5999999999914962,0.024408,0.022081020276844058,0.000244,0.07847709062567028,0.024411
CryoSat-2,2022-05-24T15:20:00,1,1,10.627548816955823,0.2999999999957481,0.008548,0.005610565284375558,8.5e-05,0.039238498770339476,0.008549
CryoSat-2,2022-06-07T09:24:00,2,0,-361.6033123998932,0.39999999999906777,-0.094855,-0.19089995894555334,0.0,0.0523179952801562,0.094855
CryoSat-2,2022-06-07T12:42:00,2,0,-361.60816019310005,0.3500000000116188,-0.094677,-0.1909097931587075,0.0,0.04577882737190511,0.094677
